hypotéza: pokud dáme OK a původy se liší, tak vítězí vyšší?						
OK	DIFF	tuhý	tuhý	['p.', 'r.', 'sln.', 'csl.', 'psl.', 'ie.']	tuha	['č.', 'něm.', 'it.', 'lat.', 'osk.']
OK	DIFF	tuna	tuna	['stč.', 'střhn.', 'střlat.', 'kelt.']	tonáž	['fr.', 'angl.', 'fr.']
OK	DIFF	tuhý	tuze	['stč.']	tuha	['č.', 'něm.', 'it.', 'lat.', 'osk.']
OK	DIFF	tvořit	tvor	['p.', 'str.', 'sln.', 'csl.', 'psl.']	nestvůra	['r.', 'p.,č.', 'r.', 'gót.', 'stangl.', 'č.']
OK	DIFF	tvořit	tvořit	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'lot.', 'ř.', 'ie.', 'slov.']	nestvůra	['r.', 'p.,č.', 'r.', 'gót.', 'stangl.', 'č.']
DISCONNECT	DIFF	tyl	týl	['p.', 'r.', 'sln.', 'csl.', 'psl.', 'lot.', 'stpr.', 'alb.', 'ř.', 'sti.', 'ie.', 'slov.']	tyl	['něm.', 'fr.']
OK	DIFF	valit	val	['něm.', 'angl.', 'lat.']	úval	['psl.,všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'stangl.', 'něm.', 'ie.', 'lit.', 'sthn.', 'stir.', 'lat.', 'ř.', 'arm.', 'sti.']
OK	DIFF	vázat	vazal	['něm.', 'střhn.', 'stfr.', 'střlat.', 'kelt.', 'střir.']	provaz	['stč.', 'p.', 'psl.']
OK	DIFF	váha	vážka	['p.', 'lat.']	povaha	['č.', 'stč.']
OK	DIFF	hlas	věhlas	['stč.', 'str.', 'stsl.', 'psl.']	halas	['p.', 'č.']
OK	DIFF	věstit	věštit	['č.', 'p.', 'stč.', 'psl.', 'ie.']	věstník	['r.']
DISCONNECT	DIFF	věž	věž	['stč.', 'dl.', 'p.', 'str.', 'sln.', 'psl.', 'zsl.', 'vsl.']	souhláska	['lat.']
OK	DIFF	vidět	vidovat	['lat.']	nenávidět	['stč.', 'p.', 'r.', 's.', 'stsl.', 'p.st.', 'csl.']
OK	DIFF	vládnout	vladyka	['p.', 'r.', 'csl.', 'psl.']	návladní	['něm.']
OK	DIFF	voda	vodík	['nlat.', 'něm.']	voda	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'ie.', 'angl.', 'něm.', 'umb.', 'alb.', 'ř.', 'arm.', 'sti.', 'chet.', 'lit.', 'stpr.', 'stisl.', 'lat.', 'fin.']
OK	DIFF	vřít	vřava	['p.']	vír	['psl.', 'lit.', 'lot.', 'evr.', 'fr.', 'angl.', 'lat.']
OK	DIFF	letět	zálety	['stč.', 'stsl.', 'psl.', 'lat.']	leták	['am.-angl.', 'něm.']
OK	DIFF	měřit	záměr	['č.', 'slk.', 'p.']	měřit	['všesl.', 'p.', 'r.', 'ch.', 's.', 'stsl.', 'psl.', 'ie.', 'lat.', 'ř.', 'sti.', 'toch.', 'lit.', 'něm.', 'gót.', 'angl.', 'chet.']
OK	DIFF	boj	zbojník	['slk.']	boj	['všesl.', 'psl.']
OK	DIFF	zeď	zednář	['něm.', 'fr.']	přezdívat	['stč.']
OK	DIFF	rada	zrada	['č.', 'p.', 'stč.']	rada	['č.', 'p.', 'sthn.']
OK	DIFF	zvíře	zvíře	['luž.', 'p.', 'zsl.']	zvěř	['stč.', 'všesl.', 'p.', 'r.', 'ch.', 's.', 'stsl.', 'psl.', 'lit.', 'lot.', 'stpr.', 'ř.', 'ie.', 'lat.']
OK	DIFF	žnout	žeň	['stč.', 'všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'stir.', 'ř.', 'arm.', 'sti.', 'ie.']	žatva	['slk.']
OK	DIFF	žnout	žnout	['stč.', 'všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'stir.', 'ř.', 'arm.', 'sti.', 'ie.']	žatva	['slk.']
