odtroubit	odtrubovat	ned.
srnka	srnčička	zdrob.
odkřestanštit	smýšlení	dok.
pejz	pejzík	zdrob.
upravdit	pravdivé	dok.
appassionato	appassionato	zpodst.
zmnohonásobit	zmnohonásobovat	ned.
rozeta	rosetka	zdrob.
rozkopat	rozkopávat	ned.
předramatisovat	příliš	dok.
jawa	jawička	zdrob.
pomlknout	zmlknout	podst.
bramborář	bramborářka	přech.
jiskerka	jiskerečka	zdrob.
rozněžnit	vzbudit	dok.
zoft	zoftíček	zdrob.
vložka	vložečka	zdrob.
přeznačkovat	jinak	dok.
bankovka	bankovička	zdrob.
Lota	Lotka	zdrob.
svraštit	záhybů	dok.
svolit	komu	dok.
nakonservovat	něčeho	dok.
ajb	lajblík	zdrob.
písemnost	písemnůstka	zdrob.
poameričtit	dodat	dok.
zabrousit	zabrušovat	ned.
vyžíznit	přimět	dok.
vykontrapunktovat	opatřit	dok.
zvýšenina	zvýšeninka	zdrob.
zpěčovat	zpěčovávat	nás.
přitrmácet	dospět	dok.
přesekat	sekáním	dok.
neprůhledný	neprůhledno	zpodst.
navoňavkovat	voňavkou	dok.
přizadusit	zadusit	dok.
natít	tětím	dok.
místnost	místnůstka	zdrob.
tunel	tunýlek	zdrob.
brumlat	brumlávat	nás.
vypolštářkovat	měkkou	dok.
přisít	dodatečně	dok.
zkadeřavět	státkadeřavým	dok.
chiromant	chiromantka	přech.
zavrnčet	zavrčet	dok.
slunný	slunno	zpodst.
poškrábnout	škrábnutím	dok.
štětice	štětička	zdrob.
rozzlatit	začítprojevovat	dok.
podtít	utnout	dok.
vzrůstat	vzrůstávat	nás.
doposlouchat	doposlouchávat	ned.
zasmýčit	smýčit	dok.
vychlemtat	chlemtáním	dok.
rozpadat	hustě	dok.
popelník	popelniček	zdrob.
tatouš	tatoušek	zdrob.
šlapat	šlápnout	dok.
zahřadovat	hřadoviště	dok.
večernice	večernička	zdrob.
promáznout	vpravit	dok.
uvědomit	uvědomovat	ned.
vkřičet	vpravit	dok.
přecapat	přejít	dok.
strouha	stroužička	zdrob.
ladič	ladička	přech.
strpení	strpeníčko	zdrob.
rozžhavit	rozžhavovat	ned.
seschnout	schnutímzmenšit	podst.
zpovídat	zpovídávat	nás.
vymanit	volným	dok.
vyšilhat	unavit	dok.
losos	lososek	zdrob.
odvát	odvívat	ned.
mrtvět	mrtvým	podst.
zapeřit	znečistit	dok.
naduřit	někoho	dok.
strom	stromeček	zdrob.
obednit	opatřit	dok.
přepískat	postupně	dok.
domudrovat	konce	dok.
rozeklát	rozdvojit	podst.
praktikant	praktikantik	zdrob.
fialka	fialinka	zdrob.
naskytnout	naskytatinaskýtatinaskytovat	ned.
vnouče	vnoučátko	zdrob.
vydat	vydávat	ned.
zaminovat	minami	dok.
odmočit	vlhčením	dok.
směnař	směnařka	přech.
vyintervenovat	zařídit	dok.
vykapat	vykapávat	ned.
svěřit	svěřovat	ned.
zaradovat	čeho	dok.
napudrovat	poprášit	dok.
krobián	krobiánství	podst.
odstrašit	někomu	dok.
tatar	tatárek	zdrob.
domést	dokončit	dok.
prepusňák	prepusňáček	zdrob.
odcupat	drobnými	dok.
burácet	burácívat	nás.
okotit	vrhnout	dok.
čechel	čechlík	zdrob.
pumpnout	koho	dok.
přihodit	udát	dok.
radlice	radlička	zdrob.
rozkvičet	začít	dok.
desetinásobný	opakovaný	nás.
odkupovat	odkupovávat	nás.
zlevnět	státlevným	dok.
odsadit	odsazovat	ned.
krasavec	krasavice	přech.
ochabnout	slabým	dok.
potemnět	poněkud	dok.
pofoukat	foukáním	dok.
zamýšlet	zamýšlívat	nás.
roztikat	začít	dok.
zkřečovatět	stažením	dok.
sněm	sněmík	zdrob.
zkrásit	okrášlit	dok.
naplavit	naplavovat	ned.
pokrvácet	zakrvácet	dok.
senátor	senátorství	podst.
věšet	věšívat	nás.
sleďovitý	sleďovití	zpodst.
nakazit	koho	dok.
přeseknout	seknutím	dok.
okrasa	okraska	zdrob.
somrovat	somrovávat	nás.
pegáč	pagáček	zdrob.
podcenit	odpovídá	dok.
diblík	diblíček	zdrob.
prozrazovatel	prozrazovatelka	přech.
nadzdvihnout	zdvihnout	dok.
uprášit	prachem	dok.
zapřáhnout	zapřahat	ned.
podšeptat	tajně	dok.
štuc	štoucek	zdrob.
musulman	musulmanka	přech.
rozproudit	uvést	dok.
zarezivět	stát	dok.
odepsat	odpisovat	ned.
ukalit	zakalit	dok.
hlodat	hlodnout	dok.
chcípák	chcípáček	zdrob.
poškrábnout	škrábnout	dok.
oťukat	oťukávat	ned.
zešedivět	nabýt	dok.
nezbadatelný	nezbadatelnost	podst.
jíkat	jíknout	dok.
brečavý	brečavost	podst.
prostřihat	prostřihávat	ned.
zašpinit	ušpinit	dok.
odklonit	odkloňovat	ned.
vyplétač	vyplétačka	přech.
vepnout	vpínat	ned.
přepašovat	pašováním	dok.
přesládlý	přesládlost	podst.
odlednit	ledu	dok.
řetízkář	řetízkářka	přech.
obecný	obecnost	podst.
střez	střízek	zdrob.
zkrabatit	krabatit	dok.
nazvednout	trochu	dok.
nabout	obout	dok.
jatagan	jatagančík	zdrob.
lhát	lhaní	podst.
chcípat	scípnout	dok.
vyvřít	přech	podst.
jehlanec	jehlaneček	zdrob.
odvozit	pryč	dok.
podlíště	podlíšťátko	zdrob.
prošednout	šedého	podst.
předělat	předělávat	ned.
růže	růžice	zdrob.
jukr	jukřík	zdrob.
přišpejlit	špejlem	dok.
žlutavý	žlutavost	podst.
doplavit	dopravit	dok.
naosévat	osévat	dok.
vypůsobit	vypůsobovat	ned.
stravitelný	stravitelnost	podst.
zjednodušit	zjednodušovat	ned.
vyběhaný	vyběhanost	podst.
zaslinit	sliněním	dok.
překapat	překapávat	ned.
crčet	crčívat	nás.
třasák	třasáček	zdrob.
vylichvařit	lichvařením	dok.
odrolit	povrchových	dok.
zasnoubenec	zasnoubenka	přech.
soupeř	soupeřka	přech.
cedule	cedulička	zdrob.
Fina	Fíninka	zdrob.
zpřekácet	postupně	dok.
vypiplaný	vypiplanost	podst.
vdýchnout	vdechovat	ned.
doběžet	doběhnout	dok.
významný	významnost	podst.
cicvár	cicvárek	zdrob.
podmásník	podmásníček	zdrob.
vydloubat	vydloubávat	ned.
honit	honívat	nás.
srážka	srážtička	zdrob.
zesměšnit	zesměšňovat	ned.
mimi	mimiště	zdrob.
přihospodařit	víc	dok.
varhany	varhánky	zdrob.
zhoršit	zhoršovat	ned.
obsypat	obsypávat	ned.
zesvětlet	světlé	dok.
uložit	ukládat	ned.
nahlodat	nahlodávat	ned.
provonět	vůní	dok.
znevážnět	pozbýt	dok.
zmužštět	nabýt	dok.
rozmazlit	mazlením	dok.
povystoupnout	vystoupnout	dok.
jíška	jíštička	zdrob.
putýnka	putýnečka	zdrob.
sešpulit	sešpulovat	ned.
poodnést	malou	dok.
sekanina	sekaninka	zdrob.
doputovat	kam	dok.
vysvobodit	osvobodit	dok.
rytíř	rytiřiček	zdrob.
přeřezat	rozdělit	dok.
podřímnout	trochuzdřímnout	dok.
děravý	děravost	podst.
odbyrokratisovat	byrokratismu	dok.
zašedivět	ukázat	dok.
zaryčet	krátce	dok.
nic	nic	zpodst.
zlákat	lákáním	dok.
přemastit	přemašťovat	ned.
lopotit	pracovat	podst.
vstavět	vpravit	podst.
chřadnout	hynout	podst.
přeříznout	říznutím	dok.
předržet	předržovat	ned.
zvášnit	učinit	dok.
opýřit	obrůst	dok.
rozradostnit	způsobit	dok.
potácivý	potáček	zdrob.
poprášit	vrstvou	dok.
stavit	spojit	dok.
prožvatlat	strávit	dok.
truhlář	truhlářík	zdrob.
rozkloktat	rozmíchat	dok.
štrekař	štrekařka	přech.
zvukař	zvukařka	přech.
pustina	tinka	zdrob.
plechovice	plechovička	zdrob.
omoknout	povrchu	dok.
stýskat	stýsknout	dok.
proškrtat	proškrtávat	ned.
odvázat	něco	dok.
žuchat	žuchnout	dok.
znesvětit	znesvěcovat	ned.
instalatér	instalatérka	přech.
odtížit	odstranit	dok.
Lilipután	Liliputánka	přech.
natvořit	množství	dok.
poválet	povalovat	ned.
ushodnout	čem	podst.
nařečnit	namluvit	dok.
omrzačit	zmrzačit	dok.
prostudovat	osvojit	dok.
prozkoumat	prozkoumávat	ned.
Martin	Martínek	zdrob.
znaléhavět	státnaléhavým	dok.
mandel	mandelíček	zdrob.
vhrknout	prudce	podst.
nakrást	opatřit	dok.
rozklovat	rozklobávat	ned.
pravda	pravdička	zdrob.
vsáknout	proniknout	dok.
osm	osmero	zpodst.
pivnice	pivnička	zdrob.
rozbodat	rozrušit	dok.
vymrsknout	vymrskovat	ned.
podstrojit	komu	dok.
přistrouhnout	přidat	dok.
šťárat	šťárávat	nás.
vysmolit	pokrýt	dok.
rozsout	rozbořit	dok.
ohavný	ohavnost	podst.
popostoupit	postoupit	dok.
okřát	sil	podst.
překonstruovat	zkonstruovat	dok.
přátelský	přátelský	zpodst.
vyjímat	vyjímávat	nás.
nakypřit	nakyprovat	ned.
nažloutnout	zežloutnout	podst.
lupat	lupnout	dok.
přehořet	hořením	dok.
nacedit	přes	dok.
zhranatělý	zhranatělost	podst.
paďour	paďourka	přech.
jakobín	jakobínka	přech.
rozvolat	rozvolávat	ned.
skákavý	skákavá	zpodst.
přecupovat	znovu	dok.
zaduchnout	bafnout	dok.
vletět	vlétnout	dok.
změkčet	změknout	dok.
vypláknout	vyplachovat	ned.
pochlácholit	uchlácholit	dok.
nabotnat	nabýt	dok.
lkát	lkávat	nás.
vypolštářkovat	opatřit	dok.
brkat	brkávat	nás.
klopýtnout	klopýtat	dok.
teplo	teplíčko	zdrob.
opěrací	opěrátko	zdrob.
slupka	slupička	zdrob.
tajemný	tajemno	zpodst.
vábivý	vábivo	zpodst.
odlákat	odvolat	dok.
oštěp	pku	zdrob.
loutnista	loutnistka	přech.
odkřesťanštit	odkřesťanšťovat	ned.
záchod	záchodek	zdrob.
zahnisat	začít	dok.
rozvadit	rozvaďovat	ned.
odšroubovat	odšroubovávat	ned.
pec	pecička	zdrob.
zacvrlikat	cvrlikavý	dok.
obránce	obránkyně	přech.
přivětšit	přivětšovat	ned.
zpoddanit	poddaným	dok.
klopýtnout	klopýtat	podst.
vydělit	vydělovat	ned.
přestárnout	jistou	podst.
zezlobnět	výrazu	dok.
bratranec	bratránek	zdrob.
prosout	sunutímdostat	dok.
nakřivit	ohnout	dok.
talent	talentiček	zdrob.
odškrabat	odstranit	dok.
Miloslav	Miloslava	přech.
dřevák	dřeváček	zdrob.
hřbitov	hřbitůvek	zdrob.
had	hádek	zdrob.
světit	světívat	nás.
tesat	tesávat	nás.
nadvládnout	převládnout	podst.
bachor	bachorek	zdrob.
doladit	dokončit	dok.
poangličtit	dodat	dok.
váda	vádka	zdrob.
zašlapat	zašlapávat	ned.
odškodnit	něco	dok.
slídit	často	podst.
rozmělčit	učinit	dok.
porozepnout	částečně	dok.
provážit	ztratit	dok.
sežít	posekat	dok.
pražit	pražívat	nás.
pobrouzdat	kde	dok.
zaměstnanec	zaměstnankyně	přech.
skápnout	kapce	dok.
zvodnatět	státvodnatým	dok.
octnoutiocitnout	nečekaněvyskytnout	dok.
odlétnout	odletět	podst.
odmítač	odmítačka	přech.
nazývat	nazývávat	nás.
propašovat	pašováním	dok.
podkopník	podkopníček	zdrob.
cachtat	cachtávat	nás.
obléhat	obléhávat	nás.
žvatlavý	žvatlavost	podst.
rozhořet	rozhořívat	ned.
sbít	bitím	dok.
positiv	positivek	zdrob.
zkřesťanštit	křesťanským	dok.
světélko	světélečko	zdrob.
šansoneta	šansonetka	zdrob.
zpracovat	zpracovávat	ned.
blána	blanka	zdrob.
osle	oslátko	zdrob.
vhrčet	vjet	dok.
odstavit	odstavovat	ned.
uťapat	ťapáním	dok.
uštknout	jedu	dok.
znesvěcovatel	znesvěcovatelka	přech.
zpitvornět	státpitvorným	dok.
napuchnout	naduřet	dok.
nevod	nevůdek	zdrob.
zeslovanit	poslovanštit	dok.
lože	lůžečko	zdrob.
přimílit	přilichotit	dok.
Ládík	Ládíček	zdrob.
vidlák	vidláček	zdrob.
přisát	přilnout	dok.
dovadnout	zvadnout	dok.
včelka	včelička	zdrob.
palma	palmička	zdrob.
zkatovat	zmučit	dok.
načadlt	nadělat	dok.
satelit	satelitství	podst.
vchrstnout	vlít	dok.
bránit	bránívat	nás.
doladit	tóny	dok.
došourat	zvolna	dok.
obdarovat	obdarovávat	ned.
hopkat	hopkovávat	nás.
podežrat	podežírat	ned.
uchovávatel	uchovatelka	přech.
kolátor	kolátorka	přech.
zašpinit	znečistit	dok.
notes	notýsek	zdrob.
dopídit	dopátrat	dok.
postřehnout	všimnout	dok.
pimprle	pimprlátko	zdrob.
dovléci	námahou	dok.
nasoužit	způsobit	dok.
vikýř	vikýřek	zdrob.
vyklestit	vyklešťovat	ned.
vysát	vysávat	ned.
zobsílat	obeslat	dok.
osmnáctinásobný	opakovaný	nás.
nástroj	nástrojek	zdrob.
omžít	omžívat	ned.
oddlábnout	oddělit	dok.
přistihnout	nevítaně	dok.
zostouzet	způsobit	dok.
zakrnělý	zakrnělost	podst.
doktrinář	doktrinářka	přech.
zostřihat	ostříhat	dok.
extase	extatičnost	podst.
bonvivant	bonvivánství	podst.
rozkvokat	kvokat	dok.
vzletět	vzlétat	ned.
namhouřit	poněkud	dok.
stráň	stráňka	zdrob.
rozbubnovat	dátdo	dok.
postrádat	postrádávat	nás.
svát	svávat	ned.
dobřednout	dobrodit	podst.
čekan	čakánek	zdrob.
kridatář	kridatářka	přech.
sifon	sifónek	zdrob.
podplavat	podplavávat	ned.
napravit	napravovat	ned.
Narcis	narcisek	zdrob.
překrojit	dvě	dok.
ponadzdvihnout	trochu	dok.
octnoutiocitnout	náhle	dok.
uschůzovat	schůzovánímunavit	dok.
odkvasit	strávit	dok.
zaskřípnout	zaskřipovat	ned.
zeškvířit	zúžit	dok.
podvrátit	podvracet	ned.
pošplíchnout	šplíchnutím	dok.
bzikat	bziknout	dok.
rozžvýkat	rozdrobit	dok.
zabesedovat	kým	dok.
vyhlučet	užít	dok.
vepřovina	vepřovinka	zdrob.
potruchlivět	truchlivým	dok.
odvázat	přivázaného	dok.
vyfáborovat	ozdobit	dok.
zainkoustit	pošpinit	dok.
zastrkovadlo	zastrkovátko	zdrob.
Bengálec	Bengálka	přech.
