# Derivations intermediate from 'srov'
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

# EtymDict: "derivation" is maybe derivation of "grandparent", but "derivation" already has parent
# DeriNet: "parent" is root of tree containing "derivation"

# => connect "parent" (parent in DeriNet of the "derivation") to "grandparent" (in etym dict "grandparent" has listed "derivation" as child)
# root_of_grandparent <-...<- grandparent <-...<-parent <-...<-derivation

# WARNING - its complicated and the anotation was made really quickly by average person, not linguist!

# flaged by human, meanings:
# * probably incorrect
# @ possible incorrect
# others are probably correct



parent	grandparent	derivation
impozantní#AA???----??---?	kolportovat#V????--??-??I??	export#NNI??-----A---?
kolaps#NNI??-----A---?	kolébat#V????--??-??I??	labilní#AA???----??---?
komika#NNF??-----A---?	komedie#NNF??-----A---?	komický#AA???----??---?
demence#NNF??-----A---?	komentovat#V????--??-??B??	mentalita#NNF??-----A---?
markytán#NNM??-----A---?	komerce#NNF??-----A---?	markytánka#NNF??-----A---?
fortifikovat#V????--??-??I??	komfort#NNI??-----A---?	fortifikace#NNF??-----A---?
akomodovat#V????--??-??B??	komodita#NNF??-----A---?	komoda#NNF??-----A---?
komplet#NNI??-----A---?	komplementární#AA???----1?---?	kompletní#AA???----??---?
implikovat#V????--??-??B??	komplex#NNI??-----A---?	komplikovat#V????--??-??I??
komplement#NNI??-----A---?	kompliment#NNI??-----A---?	kompletní#AA???----??---?
emise#NNF??-----A---?	kompromis#NNI??-----A---?	komise#NNF??-----A---?
komando#NNN??-----A---?	komtur#NNM??-----A---?	komandovat#V????--??-??I??
exkomunikovat#V????--??-??B??	komuna#NNF??-----A---?	komunikovat#V????--??-??B??
exces#NNI??-----A---?	koncert#NNI??-----A---?	recese#NNF??-----A---?
just#Db-------------	kondice#NNF??-----A---?	dikce#NNF??-----A---?
fondán#NNI??-----A---?	konfuzní#AA???----??---?	fúze#NNF??-----A---?
jóga#NNF??-----A---?	konjugace#NNF??-----A---?	jho#NNN??-----A----
disjunkce#NNF??-----A---?	konjugace#NNF??-----A---?	konjunkce#NNF??-----A---?
exkurs#NNI??-----A---?	konkurence#NNF??-----A---?	konkurs#NNI??-----A---?
iglú#NNNXX-----A----	konotace#NNF??-----A---?	nota#NNF??-----A---?
exekuce#NNF??-----A---?	konsekvence#NNF??-----A---?	sekvence#NNF??-----A---?
solida#NNM??-----A---?	konsolidovat#V????--??-??B??	solidní#AA???----??---?
autostráda#NNF??-----A---?	konsternovat#V????--??-??B??	stratifikace#NNF??-----A---?
instrukce#NNF??-----A---?	konstituce#NNF??-----A---?	destrukce#NNF??-----A---?
intarzie#NNF??-----A---?	kontejner#NNI??-----A---?	kontinent#NNI??-----A---?
kontinuum#NNN??-----A---?	kontejner#NNI??-----A---?	kontinuita#NNF??-----A---?
templ#NNI??-----A---?	kontemplovat#V????--??-??I??	templář#NNM??-----A---?
-tekt-#Affixoid	kontext#NNI??-----A---?	tesat#V????--??-??I??
ekvilibrium#NNN??-----A---?	konto#NNN??-----A---?	computer#NNI??-----A---?
kondice#NNF??-----A---?	kontradikce#NNF??-----A---?	dikce#NNF??-----A---?
konstituce#NNF??-----A---?	kontrast#NNI??-----A---?	status#NNI??-----A---?
invence#NNF??-----A---?	konvalinka#NNF??-----A---?	prevence#NNF??-----A---?
invektiva#NNF??-----A---?	konvexní#AA???----??---?	vehikl#NNI??-----A---?
edukovat#V????--??-??I??	konvoj#NNI??-----A---?	viadukt#NNI??-----A---?
heroj#NNM??-----A---?	konzervovat#V????--??-??B??	rezervovat#V????--??-??B??
ikonostas#NNI??-----A---?	konzistence#NNF??-----A---?	rezistence#NNF??-----A---?
koncilium#NNN??-----A---?	konzul#NNM??-----A---?	konzilium#NNN??-----A---?
exemplář#NNI??-----A---?	konzumovat#V????--??-??I??	presumpce#NNF??-----A---?
kupa#NNF??-----A---?	kopat#V????--??-??I??	kopa#NNF??-----A---?
štípnout#V????--??-??P??	kopat#V????--??-??I??	štípat#V????--??-??I??
kopat#V????--??-??I??	kopejka#NNF??-----A---?	oštěp#NNI??-----A---?
promítnout#V????--??-??P??	kopejka#NNF??-----A---?	kopírovat#V????--??-??I??
optimum#NNN??-----A---?	kopejka#NNF??-----A---?	optimální#AA???----??---?
artilerista#NNM??-----A---?	kopulace#NNF??-----A---?	adaptovat#V????--??-??B??
kůr#NNI??-----A---?	kormidlo#NNN??-----A---?	kůra#NNF??-----A---?
klíč#NNI??-----A---?	koryto#NNN??-----A---?	rýt#V????--??-??I??
kabonět#V??????????????	koryto#NNN??-----A---?	kadlub#NNI??-----A---?
konkurovat#V????--??-??I??	korzo#NNN??-----A---?	kurs#NNI??-----A---?
kormidlo#NNN??-----A---?	korýš#NNM??-----A---?	kůra#NNF??-----A---?
kosa#NNF??-----A---?	kosodřevina#NNF??-----A---?	kosý#AA???----??---?
kost#NNF??-----A---?	kostrbatý#AA???----??---?	kostra#NNF??-----A---?
kvota#NNF??-----A---?	kóta#NNF??-----A---?	kvóta#NNF??-----A---?
kostrbatý#AA???----??---?	kotrmelec#NNI??-----A---?	kotrba#NNF??-----A---?
prd#NNI??-----A---?	kotrmelec#NNI??-----A---?	prdel#NNF??-----A---?
chomáč#NNI??-----A---?	koudel#NNF??-----A---?	chundel#NNI??-----A---?
jircha#NNF??-----A---?	koza#NNF??-----A---?	kůže#NNF??-----A---?
konat#V????--??-??I??	kraj#NNI??-----A---?	končina#NNF??-----A---?
krojit#V????--??-??P??	kraj#NNI??-----A---?	krajíc#NNI??-----A---?
křísnout#V????--??-??P??	krb#NNI??-----A---?	křesat#V????--??-??I??
korouhev#NNF??-----A---?	krchov#NNI??-----A---?	církev#NNF??-----A---?
akreditovat#V????--??-??B??	kredenc#NNF??-----A---?	kredit#NNI??-----A---?
kredenc#NNF??-----A---?	kredenc#NNI??-----A---?	kredit#NNI??-----A---?
krenelovat#V????--??-??I??	rekreace#NNF??-----A---?	kreace#NNF??-----A---?
diakritika#NNF??-----A---?	kritérium#NNN??-----A---?	kritický#AA???----??---?
chromosom#NNI??-----A---?	krnět#V????--??-??I??	chromý#AA???----??---?
moč#NNF??-----A---?	kráčet#V????--??-??I??	máčet#V????--??-??I??
klučit#V????--??-??I??	kruh#NNI??-----A---?	krčit#V????--??-??I??
kruh#NNI??-----A---?	kručet#V????--??-??I??	krkat#V????--??-??I??
črtat#V????--??-??I??	krátký#AA???----??---?	črta#NNF??-----A---?
korýš#NNM??-----A---?	krátký#AA???----??---?	kůra#NNF??-----A---?
srnec#NNM??-----A---?	kráva#NNF??-----A---?	srna#NNF??-----A---?
kredenc#NNI??-----A---?	krédo#NNN??-----A---?	kredit#NNI??-----A---?
kopulovat#V????--??-??I??	kuplet#NNI??-----A---?	kopulace#NNF??-----A---?
korzovat#V????--??-??I??	kurikulum#NNN??-----A---?	kurs#NNI??-----A---?
kokarda#NNF??-----A---?	kurva#NNF??-----A---?	koketa#NNF??-----A---?
kurikulum#NNN??-----A---?	kurziva#NNF??-----A---?	kurs#NNI??-----A---?
akorát#Db------------?	kurát#NNM??-----A---?	kúra#NNF??-----A---?
kvaš#NNF??-----A---?	kvaš#NNI??-----A---?	akvarel#NNI??-----A---?
anketa#NNF??-----A---?	kvestor#NNM??-----A---?	inkvizice#NNF??-----A---?
alka#NNF??-----A---?	kyanid#NNI??-----A---?	cyankáli#NNNXX-----A----
kapitula#NNF??-----A---?	kápo#NNM??-----A---?	kapitán#NNM??-----A---?
kapric#NNI??-----A---?	kápo#NNM??-----A---?	kaprál#NNM??-----A---?
hořký#AA???----??---?	kárat#V????--??-??I??	hořet#V???---??-??I??
kytka#NNF??-----A---?	kýta#NNF??-----A---?	kytice#NNF??-----A---?
kypět#V????--??-??I??	kývat#V????--??-??I??	kynout#V????--??-??I??
kněz#NNM??-----?---?	kňourat#V????--??-??I??	kňučet#V????--??-??I??
kručet#V????--??-??I??	křeč#NNF??-----A---?	krčit#V????--??-??I??
křtít#V????--??-??I??	křižmo#Db-------------	křest#NNI??-----A---?
krnět#V????--??-??I??	křižmo#Db-------------	chrom#NNI??-----A---?
dekret#NNI??-----A---?	křída#NNF??-----A---?	diskrétní#AA???----??---?
kritérium#NNN??-----A---?	křída#NNF??-----A---?	kritický#AA???----??---?
chrobák#NNM??-----A---?	kříšť#NNI??-----A---?	chroustat#V????--??-??I??
chroupat#V????--??-??I??	kříšť#NNI??-----A---?	křupat#V????--??-??I??
diletant#NNM??-----A---?	lacl#NNI??-----A---?	laso#NNN??-----A---?
láčka#NNF??-----A---?	láhev#NNF??-----A---?	láčkovec#NNM??-----A---?
gauč#NNI??-----A---?	lajtnant#NNM??-----A---?	lokální#AA???----??---?
lamino#NNN??-----A---?	lamela#NNF??-----A---?	laminát#NNI??-----A---?
keson#NNI??-----A---?	lapat#V????--??-??I??	chňapat#V????--??-??I??
couvat#V????--??-??I??	lapat#V????--??-??I??	capat#V????--??-??I??
kolébat#V????--??-??I??	lapsus#NNI??-----A---?	labilní#AA???----??---?
lapsus#NNI??-----A---?	lavice#NNF??-----A---?	labilní#AA???----??---?
aliance#NNF??-----A---?	legato#NNN??-----A---?	liga#NNF??-----A---?
kolekce#NNF??-----A---?	legenda#NNF??-----A---?	lekce#NNF??-----A---?
fertilní#AA???----??---?	legislativa#NNF??-----A---?	konference#NNF??-----A---?
legislativa#NNF??-----A---?	legitimace#NNF??-----A---?	legální#AA???----??---?
kreovat#V????--??-??B??	lejstro#NNN??-----A---?	legrace#NNF??-----A---?
kolo#NNN??-----A---?	lejstro#NNN??-----A---?	kolej#NNF??-----A---?
lei#NNXXX-----A----	leopard#NNM??-----A---?	lev#NNM??-----A---?
lísa#NNF??-----A---?	les#NNI??-----A---?	líska#NNF??-----A---?
erg#NNI??-----A---?	letargie#NNF??-----A---?	energie#NNF??-----A---?
diluvium#NNN??-----A---?	levandule#NNF??-----A---?	lavor#NNI??-----A---?
dyslexie#NNF??-----A---?	levý#AA???----??---?	lexikon#NNI??-----A---?
konto#NNN??-----A---?	libela#NNF??-----A---?	libra#NNF??-----A---?
legovat#V????--??-??I??	ligatura#NNF??-----A---?	liga#NNF??-----A---?
dymián#NNI??-----A---?	lipan#NNM??-----A---?	tymián#NNI??-----A---?
federovat#V????--??-??I??	liturgie#NNF??-----A---?	chirurg#NNM??-----A---?
letargie#NNF??-----A---?	liturgie#NNF??-----A---?	energie#NNF??-----A---?
ligatura#NNF??-----A---?	liána#NNF??-----A---?	liga#NNF??-----A---?
legitimní#AA???----??---?	loajální#AA???----??---?	legální#AA???----??---?
fěrtoch#NNI??-----A---?	loktuše#NNF??-----A---?	lajntuch#NNI??-----A---?
lapit#V????--??-??P??	lopata#NNF??-----A---?	lapat#V????--??-??I??
dříve#Dg-------?A---?	koželuh#NNM??-----A---?	drvoštěp#NNM??-----A---?
koza#NNF??-----A---?	koželuh#NNM??-----A---?	koloděj#NNI??-----A---?
proláknout#V????--??-??P??	louka#NNF??-----A---?	proláklina#NNF??-----A---?
louh#NNI??-----A---?	louka#NNF??-----A---?	luh#NNI??-----A---?
letovat#V????--??-??I??	louč#NNF??-----A---?	luna#NNF??-----A---?
leukemie#NNF??-----A---?	louč#NNF??-----A---?	leukémie#NNF??-----A---?
louka#NNF??-----A---?	loučit#V????--??-??I??	luk#NNI??-----A---?
líc#NNI??-----A---?	loučit#V????--??-??I??	líčit#V????--??-??I??
lux#NNI??-----A---?	lues#NNNXX-----A----	luxace#NNF??-----A---?
louskat#V????--??-??I??	luskat#V????--??-??I??	lupat#V????--??-??I??
luskat#V????--??-??I??	lyceum#NNN??-----A---?	loupat#V????--??-??I??
hydrolýza#NNF??-----A---?	lyzol#NNI??-----A---?	analýza#NNF??-----A---?
kláda#NNF??-----A---?	ládovat#V????--??-??I??	klást#V????--??-??I??
lomoz#NNI??-----A---?	lomit#V????--??-??I??	lomozit#V????--??-??I??
oplatka#NNF??-----A---?	látat#V????--??-??I??	záplata#NNF??-----A---?
buk#NNI??-----A---?	machr#NNM??-----A---?	bookmaker#NNM??-----A---?
Polsko#NNN??-----A---?	maděra#NNF??-----A---?	polka#NNF??-----A---?
majstr#NNM??-----A---?	magistr#NNM??-----A---?	mistr#NNM??-----A---?
benigní#AA???----??---?	malárie#NNF??-----A---?	maligní#AA???----??---?
hejtman#NNM??-----A---?	man#NNM??-----A---?	muž#NNM??-----A---?
komtur#NNM??-----A---?	mandant#NNM??-----A---?	mandát#NNI??-----A---?
kurát#NNM??-----A---?	manikúra#NNF??-----A---?	kúra#NNF??-----A---?
manuál#NNI??-----A---?	manufaktura#NNF??-----A---?	manuální#AA???----1?---?
infekce#NNF??-----A---?	manufaktura#NNF??-----A---?	faktura#NNF??-----A---?
manikura#NNF??-----A---?	manévr#NNI??-----A---?	manuskript#NNI??-----A---?
opus#NNI??-----A---?	manévr#NNI??-----A---?	opera#NNF??-----A---?
manévr#NNI??-----A---?	manéž#NNF??-----A---?	manipulace#NNF??-----A---?
manekýn#NNM??-----A---?	maník#NNM??-----A---?	man#NNM??-----A---?
manufaktura#NNF??-----A---?	manýra#NNF??-----A---?	manuální#AA???----1?---?
manýra#NNF??-----A---?	manžeta#NNF??-----A---?	manuální#AA???----1?---?
demarkace#NNF??-----A---?	marginální#AA???----??---?	marka#NNF??-----A---?
maňas#NNM??-----A---?	marioneta#NNF??-----A---?	maňásek#NNM??-----A---?
marginální#AA???----??---?	markantní#AA???----??---?	marka#NNF??-----A---?
markant#NNI??-----A---?	marže#NNF??-----A---?	marginální#AA???----??---?
masturbovat#V????--??-??I??	maskulinum#NNN??-----A---?	masturbace#NNF??-----A---?
cera#NNF??-----A----	materiál#NNI??-----A---?	matka#NNF??-----A---?
magistr#NNM??-----A---?	maximum#NNN??-----A---?	magnát#NNM??-----A---?
majestát#NNI??-----A---?	maximum#NNN??-----A---?	major#NNM??-----A---?
minimální#AA???----??---?	maximum#NNN??-----A---?	minimum#NNN??-----A---?
maděra#NNF??-----A---?	mazurka#NNF??-----A---?	polka#NNF??-----A---?
omšít#V????---?-??P??	mech#NNI??-----A---?	omšelý#AA???----??---?
komedie#NNF??-----A---?	melodie#NNF??-----A---?	óda#NNF??-----A---?
memoár#NNI??-----A---?	memorandum#NNN??-----A---?	memoáry#NNIP?-----A---?
melír#NNI??-----A---?	mestic#NNM??-----A---?	melírovaný#AA???----??---?
bola#NNF??-----A---?	metabolismus#NNI??-----A---?	parabola#NNF??-----A---?
liturgie#NNF??-----A---?	metalurgie#NNF??-----A---?	chirurg#NNM??-----A---?
etan#NNI??-----A---?	metyl#NNI??-----A---?	etyl#NNI??-----A---?
kompromis#NNI??-----A---?	metér#NNM??-----A---?	mise#NNF??-----A---?
emoce#NNF??-----A---?	mekat#V????--??-??I??	mnout#V????--??-??I??
macatý#AA???----??---?	míca#NNF??-----A---?	macek#NNM??-----A---?
fix#NNI??-----A---?	mikrofiš#NNI??-----A---?	fixovat#V????--??-??I??
-mim-#Affixoid	mim#NNM??-----A---?	pantomima#NNF??-----A---?
mini#AAXXX----1A----	minium#NNN??-----A---?	miniatura#NNF??-----A---?
maximum#NNN??-----A---?	minus#Db-------------	minimum#NNN??-----A---?
minus#Db-------------	minus#NNI??-----A---?	minuskule#NNF??-----A---?
cikcak#Db-------------	mišuňk#NNI??-----A---?	mišmaš#NNI??-----A---?
kmitnout#V????--??-??P??	mlha#NNF??-----A---?	mžít#V????--??-??I??
mamlas#NNM??-----A---?	mluvit#V????--??-??I??	mumlat#V????--??-??I??
komodita#NNF??-----A---?	model#NNI??-----A---?	móda#NNF??-----A---?
modul#NNI??-----A---?	modem#NNI??-----A---?	modulace#NNF??-----A---?
model#NNM??-----A---?	moderátor#NNM??-----A---?	moderní#AA???----??---?
moderovat#V????--??-??I??	modální#AA???----??---?	móda#NNF??-----A---?
automobil#NNI??-----A---?	moment#NNI??-----A---?	mobilní#AA???----??---?
Madonna#NNF??-----A---?	monsignore#NNM??-----A---?	madam#NNFXX-----A----
amorfní#AA???----??---?	morfém#NNI??-----A---?	morfologie#NNF??-----A---?
morf#NNI??-----A---?	morfium#NNN??-----A---?	morfém#NNI??-----A---?
morfium#NNN??-----A---?	metamorfóza#NNF??-----A---?	morfologie#NNF??-----A---?
kňourat#V????--??-??I??	mosaz#NNF??-----A---?	kněz#NNM??-----?---?
euthanazie#NNF??-----A---?	mozek#NNI??-----A---?	morek#NNI??-----A---?
akvamarín#NNI??-----A---?	moře#NNN??-----A---?	marína#NNF??-----A---?
lámat#V????--??-??I??	mramor#NNI??-----A---?	moždíř#NNI??-----A---?
mrknout#V????--??-??P??	mrštit#V????--??-??P??	mrkat#V????--??-??I??
mečet#V????--??-??I??	muka#NNF??-----A---?	mouka#NNF??-----A---?
muka#NNFP?-----A---6	muka#NNNP?-----A----	mouka#NNF??-----A---?
cekat#V????--??-??I??	muknout#V????--??-??P??	ceknout#V????--??-??P??
emulze#NNF??-----A---?	mulda#NNF??-----A---?	mlezivo#NNN??-----A---?
kauce#NNF??-----A---?	muset#V???---??-??I??	měřit#V????--??-??I??
micka#NNF??-----A---?	machna#NNF??-----A---?	macek#NNM??-----A---?
Matouš#NNM??-----A---?	machna#NNF??-----A---?	důra#NNF??-----A---?
maso#NNN??-----A---?	máslo#NNN??-----A---?	mast#NNF??-----A---?
menthol#NNI??-----A---?	máta#NNF??-----A---?	mentol#NNI??-----A---?
muset#V???---??-??I??	máz#NNI??-----A---?	míra#NNF??-----A---?
namítnout#V????--??-??P??	omítka#NNF??-----A---?	namítat#V????--??-??I??
komuna#NNF??-----A---?	měna#NNF??-----A---?	imunní#AA???----??---?
ves#NNF??-----A----	náměstí#NNN??-----A---?	náves#NNF??-----A----
menstruovat#V????--??-??I??	měsíc#NNI??-----A---?	menstruace#NNF??-----A---?
máz#NNI??-----A---?	měsíc#NNI??-----A---?	měřit#V????--??-??I??
metér#NNM??-----A---?	misál#NNI??-----A---?	mise#NNF??-----A---?
minus#NNI??-----A---?	misál#NNI??-----A---?	magistr#NNM??-----A---?
kakadu#NNNXX-----A----	můra#NNF??-----A---?	babočka#NNF??-----A---?
mozek#NNI??-----A---?	můra#NNF??-----A---?	mřít#V????--??-??I??
mráz#NNI??-----A---?	můra#NNF??-----A---?	mrva#NNF??-----A---?
mlha#NNF??-----A---?	mžik#NNI??-----A---?	mžitka#NNF??-----A---?
nacizmus#NNI??-----A---?	nacionále#NNN??-----A---?	nacismus#NNI??-----A---?
azimut#NNI??-----A---?	nadir#NNI??-----A---?	zenit#NNI??-----A---?
astronautika#NNF??-----A---?	najáda#NNF??-----A---?	astronaut#NNM??-----A---?
játra#NNN??-----A---?	natrium#NNN??-----A---?	nitro#NNN??-----A---?
najáda#NNF??-----A---?	navigace#NNF??-----A---?	astronaut#NNM??-----A---?
metalurgie#NNF??-----A---?	navigace#NNF??-----A---?	agenda#NNF??-----A---?
koncert#NNI??-----A---?	necesér#NNI??-----A---?	recese#NNF??-----A---?
můra#NNF??-----A---?	nedomrlý#AA???----??---?	mřít#V????--??-??I??
silon#NNI??-----A---?	nehet#NNI??-----A---?	noha#NNF??-----A---?
nepotizmus#NNI??-----A---?	neteř#NNF??-----A---?	nepotismus#NNI??-----A---?
Rusko#NNN??-----A---?	nevěsta#NNF??-----A---?	děvka#NNF??-----A---?
snout#V????--??-??P??	nit#NNF??-----A---?	snovat#V????--??-??I??
konotovat#V????--??-??I??	noblesa#NNF??-----A---?	nota#NNF??-----A---?
disent#NNI??-----A---?	nonsens#NNI??-----A---?	senzace#NNF??-----A---?
mázdra#NNF??-----A---?	nos#NNI??-----A---?	nozdra#NNF??-----A---?
nora#NNF??-----A---?	nořit#V????--??-??I??	norek#NNM??-----A---?
hníst#V????--??-??I??	nudle#NNF??-----A---?	knedlík#NNI??-----A---?
bavit#V????--??-??I??	nutit#V????--??-??I??	unavit#V????--??-??P??
nehet#NNI??-----A---?	nylon#NNI??-----A---?	silon#NNI??-----A---?
chrestomatie#NNF??-----A---?	nymfa#NNF??-----A---?	nymfomanie#NNF??-----A---?
inovovat#V????--??-??I??	nyní#Db-------------	nový#AA???----??---?
nutit#V????--??-??I??	nyní#Db-------------	unavit#V????--??-??P??
nuda#NNF??-----A---?	nyní#Db-------------	nudit#V????--??-??I??
jarý#AA???----??---?	nádoba#NNF??-----A---?	podoba#NNF??-----A---?
říct#Vf--------A----	nárok#NNI??-----A---?	výrok#NNI??-----A---?
rock#AAXXX----1A----	nárok#NNI??-----A---?	rok#NNI??-----A---?
natrium#NNN??-----A---?	nístěj#NNF??-----A---?	ňadra#NNNP?-----A----
bohatý#A????----??---?	obilí#NNN??-----A---?	zboží#NNN??-----A---?
muka#NNNP?-----A----	oblak#NNI??-----A---?	obléci#V????--??-??P??
liána#NNF??-----A---?	obligace#NNF??-----A---?	liga#NNF??-----A---?
interval#NNI??-----A---?	oblý#AA???----??---?	valit#V????--??-??I??
flanel#NNI??-----A---?	oblý#AA???----??---?	vlna#NNF??-----A---?
loučit#V????--??-??I??	oblouk#NNI??-----A---?	luk#NNI??-----A---?
vít#V????--??-??I??	obojek#NNI??-----A---?	závoj#NNI??-----A---?
zavřít#V????--??-??P??	obora#NNF??-----A---?	závora#NNF??-----A---?
úročit#V????--??-??I??	obrok#NNI??-----A---?	úrok#NNI??-----A---?
konzerva#NNF??-----A---?	observatoř#NNF??-----A---?	konzervatoř#NNF??-----A---?
hnát#V????--??-??I??	ocas#NNI??-----A---?	ohon#NNI??-----A---?
kutálet#V????--??-??I??	ocas#NNI??-----A---?	česat#V????--??-??I??
griotka#NNF??-----A---?	ocel#NNF??-----A---?	akutní#AA???----??---?
chřípí#NNN??-----A---?	ochota#NNF??-----A---?	chuť#NNF??-----A---?
tu#Db-------------	odkud#Db------------?	odsud#Db-------------
odorant#NNI??-----A---?	odér#NNI??-----A---?	deodorant#NNI??-----A---?
lyzol#NNI??-----A---?	odér#NNI??-----A---?	olej#NNI??-----A---?
loajální#AA???----??---?	oficiální#AA???----??---?	deficit#NNI??-----A---?
offside#NNI??-----A---?	ofset#NNI??-----A---?	ofsajd#NNI??-----A---?
kasino#NNN??-----A---?	okazionální#AA???----??---?	kaskáda#NNF??-----A---?
koryto#NNN??-----A---?	oklika#NNF??-----A---?	obklíčit#V????--??-??P??
enkláva#NNF??-----A---?	okluze#NNF??-----A---?	exkluzivní#AA???----??---?
značit#V????--??-??I??	oko#NNN??-----A---?	znak#NNI??-----A---?
lopata#NNF??-----A---?	okultní#AA???----1?---?	kapacita#NNF??-----A---?
archaický#AA???----??---?	oligarchie#NNF??-----A---?	monarchie#NNF??-----A---?
anděl#NNM??-----A---?	oligarchie#NNF??-----A---?	archanděl#NNM??-----A---?
mžik#NNI??-----A---?	omega#NNF??-----A---?	míhat#V????--??-??I??
mimika#NNF??-----A---?	omega#NNF??-----A---?	mámit#V????--??-??I??
kam#Db-----------??	opak#NNI??-----A---?	pak#Db-------------
páka#NNF??-----A---?	opak#NNI??-----A---?	páčit#V????--??-??I??
vzpěčovat#V????--??-??I??	opak#NNI??-----A---?	zpěčovat#V????--??-??I??
adoptovat#V????--??-??P??	optativ#NNI??-----A---?	opce#NNF??-----A---?
kopejka#NNF??-----A---?	opulentní#AA???----??---?	optimální#AA???----??---?
rádlo#NNN??-----A---?	orat#V????--??-??I??	radlice#NNF??-----A---?
role#NNF??-----A---?	orat#V????--??-??I??	rolník#NNM??-----A---?
ordinární#AA???----??---?	ordinace#NNF??-----A---?	ordinérní#AA???----??---?
navigovat#V????--??-??I??	orgán#NNI??-----A---?	energie#NNF??-----A---?
orient#NNI??-----A---?	originál#NNI??-----A---?	orientální#AA???----??---?
kývnout#V????--??-??P??	oslnit#V????--??-??P??	kynout#V????--??-??I??
ocel#NNF??-----A---?	ostroh#NNI??-----A---?	ostruha#NNF??-----A---?
ostroh#NNI??-----A---?	ostružina#NNF??-----A---?	ostruha#NNF??-----A---?
tknout#V???---??-??I??	otka#NNF??-----A---?	zátka#NNF??-----A---?
flusnout#V????--??-??P??	plný#A????----??---?	plout#V????--??-??I??
plachý#AA???----??---?	plný#A????----??---?	pláchnout#V????--??-??P??
bacit#V????--??-??P??	pac#NNFXX-----A----	bacat#V????--??-??I??
chlap#NNM??-----A---?	pachole#NNN??-----A---?	rab#NNM??-----A---?
pasivum#NNN??-----A---?	pacient#NNM??-----A---?	pasivní#AA???----??---?
kompaktáta#NNNP?-----A---?	pacifismus#NNI??-----A---?	pakt#NNI??-----A---?
opak#NNI??-----A---?	pajzl#NNI??-----A---?	páčit#V????--??-??I??
ocas#NNI??-----A---?	pajzl#NNI??-----A---?	pakostnice#NNF??-----A---?
erupce#NNF??-----A---?	pangejt#NNI??-----A---?	panchart#NNM??-----A---?
nedomrlý#AA???----??---?	papež#NNM??-----A---?	máma#NNF??-----A---?
papež#NNM??-----A---?	papila#NNF??-----A---?	papat#V????--??-??I??
paradesant#NNM??-----A---?	parašutista#NNM??-----A---?	paradesantní#AA???----??---?
parketa#NNF??-----A---?	park#NNI??-----A---?	parket#NNI??-----A---?
kurziva#NNF??-----A---?	parkúr#NNI??-----A---?	kurs#NNI??-----A---?
noblesa#NNF??-----A---?	partes#NNI??-----A---?	notes#NNI??-----A---?
parcela#NNF??-----A---?	partikule#NNF??-----A---?	part#NNI??-----A---?
okultní#AA???----1?---?	partikule#NNF??-----A---?	participovat#V????--??-??I??
parta#NNF??-----A---?	partyzán#NNM??-----A---?	partaj#NNF??-----A---?
partikule#NNF??-----A---?	partyzán#NNM??-----A---?	partie#NNF??-----A---?
pacient#NNM??-----A---?	pasionál#NNI??-----A---?	pasivní#AA???----??---?
komparz#NNI??-----A---?	pasát#NNI??-----A---?	pas#NNI??-----A---?
nístěj#NNF??-----A---?	pasta#NNF??-----A---?	paštika#NNF??-----A---?
pastorek#NNM??-----A---?	antipasta#NNF??-----A---?	pastor#NNM??-----A---?
passat#NNI??-----A---?	pasé#AAXXX----1A----	pas#NNI??-----A---?
zápětí#NNN??-----A---?	pata#NNF??-----A---?	vzápětí#Db-------------
klnout#V????--??-??I??	patoky#NNIP?-----A---?	paběrek#NNI??-----A---?
pajzl#NNI??-----A---?	patoky#NNIP?-----A---?	pačesy#NNIP?-----A---?
fráter#NNM??-----A---?	patriot#NNM??-----A---?	páter#NNM??-----A---?
hierarchie#NNF??-----A---?	patriot#NNM??-----A---?	patriarchát#NNI??-----A---?
patoky#NNIP?-----A---?	patro#NNN??-----A---?	pnout#V????--??-??I??
pat#NNI??-----A---?	patrola#NNF??-----A---?	patka#NNF??-----A---?
materiál#NNI??-----A---?	patron#NNM??-----A---?	matrice#NNF??-----A---?
měsíc#NNI??-----A---?	patřit#V????--??-??I??	chovat#V????--??-??I??
oblak#NNI??-----A---?	pavlač#NNF??-----A---?	vléci#V????--??-??I??
patro#NNN??-----A---?	pazdeří#AA???----1?---?	pačesy#NNIP?-----A---?
pacifizmus#NNI??-----A---?	pažení#NNN??-----?---?	pakt#NNI??-----A---?
propagovat#V????--??-??I??	pažení#NNN??-----?---?	propaganda#NNF??-----A---?
obilí#NNN??-----A---?	pažení#NNN??-----?---?	žito#NNN??-----A---?
pazdeří#AA???----1?---?	pažení#NNN??-----?---?	paběrek#NNI??-----A---?
seknout#V????--??-??P??	pažení#NNN??-----?---?	paseka#NNF??-----A---?
orgán#NNM??-----A---?	pedant#NNM??-----A---?	pedagog#NNM??-----A---?
Eros#NNI??-----A---?	pederast#NNM??-----A---?	erotika#NNF??-----A---?
pedant#NNM??-----A---?	pederast#NNM??-----A---?	pedagog#NNM??-----A---?
foniatrie#NNF??-----A---?	pederast#NNM??-----A---?	psychiatr#NNM??-----A---?
manéž#NNF??-----A---?	pedikúra#NNF??-----A---?	manikúra#NNF??-----A---?
péct#Vf--------A----	peklo#NNN??-----A---?	péci#V????--??-??I??
