# legenda: znak +: schválený derivát, začátek znak # komentář, auto+výroba - kompozitum, ? podívat se znova, všechno ostatní - lemma předka		
vazomotorika	vazomotorický	
intrika	intrikovat	
magnetotelurika	magnetotelurický	
lyrika	lyrický	
osika	sika	
atika	Atika	
batika	bat	
gramatika	gramatický	
epigramatika	epigram	
schématika	schéma	
telematika	metalika	
kinematika	kinematický	
psychomatematika	psychomatematický	psycho+matematika
biosystematika	systematika	bio+systematika
chemosystematika	systematika	chemo+systematika
teleomatika	teleomatický	?
bioinformatika	informatika	bio+informatika
melismatika	melisma	
biostatika	statika	bio+statika
hydroenergetika	hydroenergie	hydro+energetika
synergetika	synergie	?
homiletika	homiletický	
atletika	atletický	
autokosmetika	autokosmetický	auto+kosmetika
aritmetika	aritmetický	
fylogenetika	fylogeneze	
imunogenetika	imunogenní	imuno+genetika
antropogenetika	antropogeneze	antropos+genetika
ontogenetika	ontogeneze	?
endoprotetika	protetika	?
estetika	estetický	
helvetika	helvet	
enklitika	enklitický	
ekopolitika	politika	eko+politika
makropolitika	politika	makro+politika
ostpolitika	politika	
diakritika	diakritický	
sebekritika	sebekritický	sebe+kritika
kritika	kritický	
meteoritika	meteor	+
didaktika	didaktický	
dialektika	dialekt	
peristaltika	peristaltický	
sémantika	sém	
telerobotika	telerobotický	
neogotika	gotika	+
novogotika	novogotický	+
makrobiotika	makrobiotický	?
daktylotika	daktyl	
autoerotika	autoerotický	?
rotika	rota	
ekliptika	ekliptický	
pleoptika	pleoptický	
floptika	floptický	
ortoptika	ortoptický	
glyptika	glyptický	
pyroklastika	pyroklastický	
neoscholastika	scholastika	neo+scholastika
novoscholastika	novoscholastik	novo+scholastika
aloplastika	plastika	
galvanoplastika	galvanoplastický	galvano+plastika
šlamastika	šlamastický	
mastika	maska	
onomastika	onomastický	
gymnastika	gymnastický	
gestika	gestický	
sorabistika	sorabistický	
publicistika	publicista	
nordistika	Nord	?
logistika	log	
videožurnalistika	videožurnalista	video+žurnalistika
fotožurnalistika	fotožurnalizmus	foto+žurnalistika
bohemistika	bohemismus	?
hispanistika	hispanský	?
makedonistika	makedonský	?
religionistika	religiosní	?
polonistika	lionský	?
fejetonistika	fejeton	+
hungaristika	hungarizmus	?
bulharistika	Bulhar	Bulharsko
elementaristika	elementarizmus	?
eristika	eristický	
patristika	patristický	
ekoturistika	ekoturistický	eko+turistika
cykloturistika	cykloturizmus	cyklo+turistika
agroturistika	agroturistický	agro+turistika
autoturistika	autoturista	auto+turistika
sexturistika	sexturista	sex+turistika
biostatistika	statistický	bio+statistika
mototuritistika	mototuristika	moto+turistika
kazuistika	kazuistický	
lingvistika	Lings	
interlingvistika	interlingva	inter+lingvistika
diagnostika	diagnoza	
radiodiagnostika	radiodiagnostický	radio+diagnostika
štika	štikovat	
enkaustika	enkaustický	
mystika	mystický	
nautika	nautický	
hermeneutika	hermeneutický	
terapeutika	terapie	+
muzika	muzický	
psychofyzika	fyzika	psycho+fyzika
biofyzika	fyzika	bio+fyzika
kacabajka	Kacabaja	
nahajka	nahý	
kajka	Kaj	
salajka	Salajka	
sajka	sát	
kazajka	kázat	
idejka	idea	
tříkolejka	tříkolejný	+
dvojkolejka	dvojkolejný	+
kamejka	kama	
nejka	nýt	
vařejka	vařit	
hebrejka	Hebrej	hebrejský
cyklospojka	cyklospoj	cyklo+spojka
motospojka	spojka	moto+spojka
rozpojka	rozpojit	+
dvojka	dvojí	dva
ká	kát	
podreálka	reálka	+
hálka	hala	
zapekalka	kapelka	
minimálka	minimální	+
centezimálka	centezimální	
aralka	Aral	
šmátralka	šmátrat	+
šátralka	šátrat	+
ostralka	ostrý	
figurálka	figurální	+
visalka	visalec	viset
rusálka	rusý	?
kysibelka	Kysibel	
lobelka	oble	
kelka	kel	
vochmelka	ochmelka	+
křepelka	Křepelka	
amarelka	amarela	
vystrčilka	vystrčit	+
bzučilka	bzučet	+
ludmilka	Ludmila	+
slunilka	slunit	+
spílka	spílat	
rozesílka	rozesílat	+
dosílka	dosílat	+
doposílka	posílat	+
voršilka	Voršila	+
dunhillka	Dunhill	+
diabolka	diabolický	diabola
hoholka	holo	
osmikolka	osmikolý	osm+kolo
trojkolka	trojkolo	tři+kolo
jednokolka	jednokolový	jeden+kolo
rossignolka	Rossignol	+
poštolka	Poštolka	
těhulka	těhule	těhotný
nulka	nulita	
dvounulka	dvojnulka	dva+nula
sulka	Sulka	
zezulka	Zezula	
všudybylka	všudybyl	+
schylka	schýlit	
cizozemka	cizozemec	+
polopřímka	polopřímý	polo+přímka
simka	sima	
majordomka	majordom	+
slalomka	slalom	+
fantomka	fantom	+
lobotomka	lobotomie	+
eBanka	Eban	
střádanka	střádaný	+
kardanka	kardan	+
nadháňka	nadhánět	+
zmrhanka	zmrhaný	+
krouhanka	krouhaný	+
paviánka	pavián	+
savojanka	Savojan	
mexikánka	Mexikán	+
přidělanka	přidělaný	+
selanka	sedan	
lámanka	lámaný	+
dvoubranka	dvojbran	dva+branka
kraňka	kraňský	+
ostranka	strana	
zastanka	zastanec	
užanka	už	
baběnka	babka	bába
zasnoubenka	zasnoubenec	+
pětiročenka	pětiroční	+
dvouročenka	dvouroční	+
podeňka	deňka	
péenka	pean	
balenka	balený	+
magdalenka	Magdalena	+
chvilenka	chvilka	+
stodolenka	stodolní	+
brlenka	brlina	
šoumenka	šoumen	+
vzpomněnka	vzpomnění	+
dvouvstupenka	dvojvstupenka	+
pudřenka	pudr	+
prvosenka	prvý	?
čtenka	číst	čtený
sítěnka	sítěný	+
ultravlastenka	ultravlastenec	+
milostenka	milost	+
dvoustěnka	dvojstěnka	+
proutěnka	proutěný	+
skrytěnka	skrytě	skrytý
ztenka	tenký	+
savenka	sát	
zvenka	venek	+
sprosťačinka	sprosťačina	+
čičinka	čičina	+
sedinka	sed	sedět
sardinka	Sardina	?
inka	Inka	
opalinka	opalovat	
pralinka	linka	
vaselinka	vaselina	+
opuchlinka	opuchlina	+
košilinka	košile	košilka
pětilinka	pět	pět+linka
biolinka	linka	bio+linka
perlinka	Perlinka	
trpaslinka	trpaslík	+
škulinka	škulina	+
dvoulinka	dvojlinka	+
zezulinka	zezulka	+
oplzlinka	slinka	oplzlý
zapomínka	zapomínat	+
důminka	domina	
tlapinka	tlapa	+
zápinka	zapínat	
šípinka	šíp	šipka
rozpínka	rozepínat	rozpínat
vavřinka	vavřín	+
těšínka	Těšín	+
sisinka	Sisinka	+
zátinka	zátka	+
šestnáctinka	šestnáctina	+
šestinka	šestina	+
zrovínka	zrovna	+
těstovinka	těstovina	+
chůvinka	chůva	+
viržinka	veržinka	?
bolonka	Bolon	
záslonka	záslona	+
komonka	komonice	+
portmonka	Portmon	?
uhlobaronka	uhlobaron	+
vařonka	vařit	
makrónka	makronka	+
elekronka	elektron	+
garsonka	garson	?
cliftonka	Clifton	+
tritonka	Triton	+
jednozrnka	jednozrnný	+
dvouzrnka	dvouzrnný	+
huňka	Huňka	
žbluňka	žblunkat	+
zhebounka	hebounký	+
ztichounka	tichounký	+
vařunka	vařit	?
meruňka	Meruňka	
šestistrunka	šestistrunný	+
dvanáctitunka	dvanáctitunový	+
dvacetitunka	dvacetitunový	+
džunka	džin	
bechyňka	Bechyně	?
minikuchyňka	minikuchyně	+
předžákyňka	předžákyně	+
boka	boa	
koka	kokový	
koka	kokový	
škořápka	skořápka	+
zátřepka	zatřepat	+
skipka	skip	
výslipka	vyslipovat	+
vzklopka	vzklopit	+
ťopka	topka	?
jupka	Jupa	
šupka	Šupka	šupat
dvoučárka	dvojčárka	+
svobodárka	svobodárna	+
dovolenkářka	dovolenkář	+
marka	Marka	
čalounářka	čaloun	čalouník
