# v případě manuální anotace: 1. sloupec: @ = label nesprávně; % = label správně; PRÁZDNO = label manuálně neanotován
%	štětkář–N	štětkářka–N	přech.
	dosladit–V	přidat–V	dok.
	smlsat–V	sníst–V	dok.
	soustředit–V	koncentrovat–V	dok.
%	zpoddanit–V	zpoddaňovat–V	ned.
%	normovač–N	normovačka–N	přech.
	jehněčí–A	jehněčí–A	zpodst.
	utopený–A	utopený–A	zpodst.
%	popoháněč–N	popoháněčka–N	přech.
%	zaručit–V	zaručovat–V	ned.
%	přibrzdit–V	přibrzďovat–V	ned.
%	předražit–V	předražovat–V	ned.
	přebírat–V	přejímat–V	ned.
%	odmlčet–V	odmlčovat–V	ned.
	usnadnit–V	učinit–V	dok.
	rozplýtvat–V	vyčerpat–V	dok.
	prodebatovat–V	prodiskutovat–V	dok.
	dokulhat–V	dojít–V	dok.
%	kluk–N	klouček–N	zdrob.
%	švagr–N	švagřík–N	zdrob.
%	prolétat–V	prolétávat–V	nás.
	Marta–N	Martička–N	zdrob.
%	ředitel–N	ředitýlek–N	zdrob.
%	tenor–N	tenorek–N	zdrob.
	vtancovat–V	vejít–V	dok.
@	ulevit–V	ulevovat–V	dok.
%	kolportér–N	kolportérka–N	přech.
%	vyplatit–V	vyplácet–V	ned.
%	bekat–V	bekávat–V	nás.
%	materiál–N	materiálek–N	zdrob.
	doskákat–V	dospět–V	dok.
%	rozkvítat–V	rozkvítávat–V	nás.
	vmontovat–V	upevnit–V	dok.
	odjezdit–V	uskutečnit–V	dok.
	zarachotit–V	krátký–A	podst.
%	jazyk–N	jazýček–N	zdrob.
%	culík–N	culíček–N	zdrob.
	překřehnout–V	přespříliš–D	podst.
	přisloužit–V	posloužit–V	dok.
%	trampota–N	trampotka–N	zdrob.
%	hrudník–N	hrudníček–N	zdrob.
%	šperkovat–V	šperkovávat–V	nás.
%	bloud–N	bloudek–N	zdrob.
%	secvičit–V	secvičovat–V	ned.
%	přeformovat–V	přeformovávat–V	ned.
@	kazit–V	zkazit–V	dok.
	velbloudice–N	velbloudička–N	zdrob.
%	olovo–N	olůvko–N	zdrob.
%	proměnný–A	proměnnost–N	podst.
	dovázat–V	vázání–N	dok.
	prohrýzt–V	proniknout–V	dok.
%	zmolina–N	zmolinka–N	zdrob.
%	potřásat–V	potřásávat–V	nás.
%	otazník–N	otazníček–N	zdrob.
%	otužit–V	otužovat–V	ned.
	okmínovat–V	okořenit–V	dok.
%	paleta–N	paletka–N	zdrob.
%	ponurý–A	ponurost–N	podst.
	překomponovat–V	zkomponovat–V	dok.
	přemnout–V	lehce–D	dok.
%	šupat–V	šupnout–V	dok.
%	dřít–V	dření–N	podst.
%	vyvěsit–V	vyvěšovat–V	ned.
%	odpomoci–V	odpomáhat–V	ned.
	preferovat–V	dávat–V	dok.
	prošedivět–V	nabýt–V	dok.
%	chtít–V	chtívat–V	nás.
%	směstnat–V	směstnávat–V	ned.
%	lín–N	línek–N	zdrob.
%	zakrnět–V	zakrňovat–V	ned.
%	vojevůdce–N	vojevůdkyně–N	přech.
	zohledat–V	prohlédnout–V	dok.
%	pospíchat–V	pospíchávat–V	nás.
%	zdraví–N	zdravíčko–N	zdrob.
	červivět–V	červavost–N	podst.
	vykrájet–V	vykrajovat–V	ned.
	zkoalovat–V	koalovat–V	dok.
	obezdít–V	opatřit–V	dok.
	prokrátit–V	trochu–D	dok.
	zamezit–V	znemožnit–V	dok.
%	stopka–N	stopečka–N	zdrob.
	zumělečtit–V	učinit–V	dok.
	Bety–N	Betynka–N	zdrob.
%	loutna–N	loutnička–N	zdrob.
%	zbrousit–V	zbrušovat–V	ned.
%	zmnožovatel–N	zmnožovatelka–N	přech.
%	římsa–N	římsička–N	zdrob.
%	odvykat–V	odvykávat–V	nás.
%	program–N	prográmek–N	zdrob.
%	čuník–N	čuníček–N	zdrob.
	vyšilhat–V	vyčerpat–V	dok.
%	zasazovač–N	zasazovačka–N	přech.
%	odškodnit–V	odškodňovat–V	ned.
	zadmychat–V	vzduch–N	dok.
%	vypreparovat–V	vypreparovávat–V	ned.
	zpozamykat–V	pozamykat–V	dok.
%	rozbahnit–V	rozbahňovat–V	ned.
	zplamenět–V	zaplanout–V	dok.
%	výhoda–N	výhodička–N	zdrob.
%	svítat–V	svítávat–V	nás.
	vyzvracet–V	ven–D	dok.
	prostříhat–V	prostřihávat–V	ned.
