# Derivations direct, srov
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

derivation	parent
kantiléna#NNF??-----A---?	kancionál#NNI??-----A---?
kňour#NNM??-----A---?	kanec#NNM??-----A---?
kanál#NNI??-----A---?	kanon#NNI??-----A---?
kaňon#NNI??-----A---?	kanon#NNI??-----A---?
kánon#NNI??-----A---?	kanon#NNI??-----A---?
kantýna#NNF??-----A---?	kanton#NNI??-----A---?
kanasta#NNF??-----A---?	kanystr#NNI??-----A---?
kapitál#NNI??-----A---?	kapilára#NNF??-----A---?
kápě#NNF??-----A---?	kaple#NNF??-----A---?
kapela#NNF??-----A---?	kaple#NNF??-----A---?
kaple#NNF??-----A---?	kapota#NNF??-----A---?
kaprál#NNM??-----A---?	kapric#NNI??-----A---?
kapsle#NNF??-----A---?	kapsa#NNF??-----A---?
kasa#NNF??-----A---?	kapsa#NNF??-----A---?
kompost#NNI??-----A---?	kapusta#NNF??-----A---?
kompot#NNI??-----A---?	kapusta#NNF??-----A---?
koráb#NNI??-----A---?	karavela#NNF??-----A---?
karbon#NNI??-----A---?	karbanátek#NNI??-----A---?
karburátor#NNI??-----A---?	karbanátek#NNI??-----A---?
kancerogenní#AA???----??---?	karcinom#NNI??-----A---?
kardio#NNNS?-----A----	kardiak#NNM??-----A---?
kargo#NNN??-----A---?	karikatura#NNF??-----A---?
červený#AA???----??---?	karmín#NNI??-----A---?
červ#NNM??-----A---?	karmín#NNI??-----A---?
kostel#NNI??-----A---?	kastelán#NNM??-----A---?
katalog#NNI??-----A---?	kata#NNF??-----A---?
katedra#NNF??-----A---?	kata#NNF??-----A---?
rýma#NNF??-----A---?	katar#NNI??-----A---?
kata#NNF??-----A---?	katastr#NNI??-----A---?
echo#NNN??-----A---?	katechismus#NNI??-----A---?
kavalerie#NNF??-----A---?	kavalec#NNI??-----A---?
havran#NNM??-----A---?	kavka#NNF??-----A---?
kýbl#NNI??-----A---?	kbelík#NNI??-----A---?
koflík#NNI??-----A---?	kbelík#NNI??-----A---?
kejklat#V????--??-??I??	kejkle#NNFP?-----A---?
kýžený#AA???----??---?	keťas#NNM??-----A---?
kino#NNN??-----A---?	kinematografie#NNF??-----A---?
pozitivní#AA???----??---?	kladný#AA???----??---?
klika#NNF??-----A---?	klaka#NNF??-----A---?
klepat#V????--??-??I??	klapat#V????--??-??I??
klaret#NNI??-----A---?	klarinet#NNI??-----A---?
klauzura#NNF??-----A---?	klauzule#NNF??-----A---?
kleště#NNFP?-----A---?	klestit#V????--??-??I??
klíště#NNN??-----A----	klestit#V????--??-??I??
kloudný#AA???----??---?	klid#NNI??-----A---?
klima#NNN??-----A---?	klient#NNM??-----A---?
stereotyp#NNI??-----A---?	klišé#NNNXX-----A----
pnout#V????--??-??I??	klnout#V????--??-??I??
jmout#V????--??-??B??	klnout#V????--??-??I??
klokotat#V????--??-??I??	klohnit#V????--??-??I??
lopotit#V????--??-??I??	klopotit#V????--??-??I??
klášter#NNI??-----A---?	klozet#NNI??-----A---?
bít#V????--??-??I??	poklad#NNI??-----A---?
odpočinout#V????--??-??P??	poklad#NNI??-----A---?
komtesa#NNF??-----A---?	kmet#NNM??-----A---?
mžít#V????--??-??I??	kmitat#V????--??-??I??
kód#NNI??-----A---?	kodex#NNI??-----A---?
kodein#NNI??-----A---?	kofein#NNI??-----A---?
kokain#NNI??-----A---?	koka#AAXXX----1A----
koketa#NNF??-----A---?	kokarda#NNF??-----A---?
kučera#NNF??-----A---?	kokořík#NNI??-----A---?
labilní#AA???----??---?	kolaps#NNI??-----A---?
kolektiv#NNI??-----A---?	kolekce#NNF??-----A---?
chalupa#NNF??-----A---?	koliba#NNF??-----A---?
kolej#NNF??-----A---?	kolo#NNN??-----A---?
reportáž#NNF??-----A---?	kolportovat#V????--??-??I??
mandát#NNI??-----A---?	komandovat#V????--??-??I??
kombajn#NNI??-----A---?	kombinovat#V????--??-??I??
kombinéza#NNF??-----A---?	kombinovat#V????--??-??I??
kombiné#NNNXX-----A----	kombinovat#V????--??-??I??
kombi#NNNXX-----A----	kombinovat#V????--??-??I??
óda#NNF??-----A---?	komedie#NNF??-----A---?
pakt#NNI??-----A---?	kompaktáta#NNNP?-----A---?
pas#NNI??-----A---?	kompars#NNI??-----A---?
stipendium#NNN??-----A---?	kompendium#NNN??-----A---?
plénum#NNN??-----A---?	komplementární#AA???----1?---?
perplex#Db-------------	komplex#NNI??-----A---?
kompromitovat#V????--??-??B??	kompromis#NNI??-----A---?
imunní#AA???----??---?	komuna#NNF??-----A---?
konec#NNI??-----A---?	konat#V????--??-??I??
nonsens#NNI??-----A---?	konsensus#NNI??-----A---?
secese#NNF??-----A---?	koncert#NNI??-----A---?
kalendář#NNI??-----A---?	koncil#NNI??-----A---?
precizní#AA???----??---?	koncizní#AA???----??---?
kondicionál#NNI??-----A---?	kondice#NNF??-----A---?
profese#NNF??-----A---?	konfese#NNF??-----A---?
blízký#A????----??---?	konflikt#NNI??-----A---?
fronta#NNF??-----A---?	konfrontovat#V????--??-??B??
koridor#NNI??-----A---?	konkurence#NNF??-----A---?
solidární#AA???----??---?	konsolidovat#V????--??-??B??
text#NNI??-----A---?	kontext#NNI??-----A---?
kondice#NNF??-----A---?	kontradikce#NNF??-----A---?
konstatovat#V????--??-??B??	kontrast#NNI??-----A---?
konvent#NNI??-----A---?	konvalinka#NNF??-----A---?
konzistoř#NNF??-----A---?	konzistence#NNF??-----A---?
sorta#NNF??-----A---?	konsorcium#NNN??-----A---?
konzultovat#V????--??-??B??	konzul#NNM??-----A---?
exil#NNI??-----A---?	konzul#NNM??-----A---?
konšel#NNM??-----A---?	konzul#NNM??-----A---?
resumé#NNNXX-----A----	konzumovat#V????--??-??I??
kopí#NNN??-----A---?	kopat#V????--??-??I??
kuplíř#NNM??-----A---?	kopulace#NNF??-----A---?
korveta#NNF??-----A---?	korba#NNF??-----A---?
korbel#NNI??-----A---?	korba#NNF??-----A---?
krabice#NNF??-----A---?	korba#NNF??-----A---?
klavichord#NNI??-----A---?	kordon#NNI??-----A---?
respondent#NNM??-----A---?	korespondovat#V????--??-??I??
sponzor#NNM??-----A---?	korespondovat#V????--??-??I??
rmoutit#V????--??-??I??	kormorán#NNM??-----A---?
konev#NNF??-----A---?	korouhev#NNF??-----A---?
církev#NNF??-----A---?	korouhev#NNF??-----A---?
kopyto#NNN??-----A---?	koryto#NNN??-----A---?
korzár#NNM??-----A---?	korzo#NNN??-----A---?
krusta#NNF??-----A---?	korýš#NNM??-----A---?
kosý#AA???----??---?	kosa#NNF??-----A---?
kosmos#NNI??-----A----	kosmetika#NNF??-----A---?
kosmodrom#NNI??-----A---?	kosmo#Db-------------
kosmologie#NNF??-----A---?	kosmo#Db-------------
kostival#NNI??-----A---?	kost#NNF??-----A---?
košťál#NNI??-----A---?	kost#NNF??-----A---?
osten#NNI??-----A---?	kost#NNF??-----A---?
kotrba#NNF??-----A---?	kostrbatý#AA???----??---?
česat#V????--??-??I??	kostrbatý#AA???----??---?
kácet#V????--??-??I??	kotit#V???---??-??I??
kotouč#NNI??-----A---?	kotit#V???---??-??I??
trčet#V????--??-??I??	kotrč#NNF??-----A---?
kadeř#NNF??-----A---?	koudel#NNF??-----A---?
část#NNF??-----A---?	kousat#V????--??-??I??
koloděj#NNI??-----A---?	kozák#NNM??-----A---?
kotva#NNF??-----A---?	kočka#NNF??-----A---?
kocovina#NNF??-----A---?	kocour#NNM??-----A---?
krčma#NNF??-----A---?	kořen#NNIS2-----A---1
karbanátek#NNI??-----A---?	krb#NNI??-----A---?
hřbitov#NNI??-----A---?	krchov#NNI??-----A---?
kříž#NNI??-----A---?	krejcar#NNI??-----A---?
kreatura#NNF??-----A---?	kreace#NNF??-----A---?
legrace#NNF??-----A---?	rekreace#NNF??-----A---?
krepdešín#NNI??-----A---?	krep#NNI??-----A---?
kroket#NNI??-----A---?	kriket#NNI??-----A---?
krempa#NNF??-----A---?	kripl#NNM??-----A---?
krejzl#NNI??-----A---?	kripl#NNM??-----A---?
cyklokros#NNI??-----A---?	kros#NNI??-----A---?
motokros#NNI??-----A---?	kros#NNI??-----A---?
ring#NNI??-----A---?	kruh#NNI??-----A---?
škrundat#V????--??-??I??	kručet#V????--??-??I??
křehký#AA???----??---?	krušný#AA???----??---?
křišťál#NNI??-----A---?	krystal#NNI??-----A---?
řezat#V????--??-??I??	krát#Db-------------
krát#Db-------------	krátký#AA???----??---?
krocan#NNM??-----A---?	krůta#NNF??-----A---?
kuloár#NNI??-----A---?	kulantní#AA???----??---?
kulisa#NNF??-----A---?	kulantní#AA???----??---?
belhat#V????--??-??I??	kulhat#V????--??-??I??
chlum#NNI??-----A---?	kulminovat#V????--??-??I??
kolonie#NNF??-----A---?	kult#NNI??-----A---?
kamrlík#NNI??-----A---?	kumbál#NNI??-----A---?
znát#V???---??-??I??	kunčoft#NNM??-----A---?
kumšt#NNI??-----A---?	kunčoft#NNM??-----A---?
kupon#NNI??-----A---?	kupé#NNNXX-----A----
exkurze#NNF??-----A---?	kurziva#NNF??-----A---?
kurátor#NNM??-----A---?	kurát#NNM??-----A---?
skutek#NNI??-----A---?	kutit#V????--??-??I??
pokuta#NNF??-----A---?	kutit#V????--??-??I??
kvalita#NNF??-----A---?	kvalifikovat#V????--??-??B??
kyselý#AA???----??---?	kvapit#V????--??-??I??
kvačit#V????--??-??I??	kvapit#V????--??-??I??
kvas#NNI??-----A---?	kvapit#V????--??-??I??
kvartál#NNI??-----A---?	kvarta#NNF??-----A---?
kvartýr#NNI??-----A---?	kvarta#NNF??-----A---?
kvazar#NNI??-----A---?	kvazi#AAXXX----1A----
akvarel#NNI??-----A---?	kvaš#NNF??-----A---?
kviz#NNI??-----A---?	kvestor#NNM??-----A---?
kvintet#NNI??-----A---?	kvinta#NNF??-----A---?
kvintesence#NNF??-----A---?	kvinta#NNF??-----A---?
pokoj#NNI??-----A---?	kvit#Db-------------
rekviem#NNNXX-----A----	kvit#Db-------------
kvadrant#NNI??-----A---?	kvadrát#NNI??-----A---?
kanout#V????--??-??I??	kynout#V????--??-??I??
kynout#V????--??-??I??	kypět#V????--??-??I??
kyprý#AA???----??---?	kypět#V????--??-??I??
kvádr#NNI??-----A---?	kádr#NNI??-----A---?
hárat#V????--??-??I??	kárat#V????--??-??I??
hýždě#NNF??-----A---?	kýč#NNI??-----A---?
knír#NNI??-----A---?	kňourat#V????--??-??I??
křídlo#NNN??-----A---?	křivý#AA???----??---?
kšaft#NNI??-----A---?	kšeft#NNI??-----A---?
štít#NNI??-----A---?	kšilt#NNI??-----A---?
laso#NNN??-----A---?	lacl#NNI??-----A---?
lakmus#NNI??-----A---?	lak#NNI??-----A---?
omeleta#NNF??-----A---?	lamela#NNF??-----A---?
radar#NNI??-----A---?	laser#NNI??-----A---?
fond#NNI??-----A---?	latifundie#NNFP?-----A---?
vavřín#NNI??-----A---?	laureát#NNM??-----A---?
láva#NNF??-----A---?	lavina#NNF??-----A---?
laxní#AA???----??---?	leasing#NNI??-----A---?
lebeda#NNF??-----A---?	lebedit#V????--??-??I??
legální#AA???----??---?	legislativa#NNF??-----A---?
legato#NNN??-----A---?	legovat#V????--??-??I??
lev#NNM??-----A---?	lei#NNXXX-----A----
leva#NNNXX-----A----	lei#NNXXX-----A----
orloj#NNI??-----A---?	lejstro#NNN??-----A---?
rejstřík#NNI??-----A---?	lejstro#NNN??-----A---?
legenda#NNF??-----A---?	leklý#AA???----??---?
kumbál#NNI??-----A---?	lempl#NNM??-----A---?
pardál#NNM??-----A---?	leopard#NNM??-----A---?
levhart#NNM??-----A---?	leopard#NNM??-----A---?
gepard#NNM??-----A---?	leopard#NNM??-----A---?
lejno#NNN??-----A---?	lepit#V????--??-??I??
lnout#V????--??-??I??	lepit#V????--??-??I??
lešení#NNN??-----A---?	les#NNI??-----A---?
luna#NNF??-----A---?	letovat#V????--??-??I??
lhostejný#A????----??---?	lhůta#NNF??-----A---?
lišit#V????--??-??I??	lichý#AA???----??---?
příliš#Db-------------	lichý#AA???----??---?
likér#NNI??-----A---?	likvidovat#V????--??-??B??
anilin#NNI??-----A---?	lila#AAXXX----1A----
lodžie#NNF??-----A---?	lobby#NNFXX-----A----
lóže#NNF??-----A---?	lobby#NNFXX-----A----
lokna#NNF??-----A---?	loch#NNI??-----A---?
logopedie#NNF??-----A---?	log#NNI??-----A---?
hmoždit#V????--??-??I??	lomozit#V????--??-??I??
loterie#NNF??-----A---?	los#NNM??-----A---?
lobby#NNFXX-----A----	loubí#NNN??-----A---?
líh#NNI??-----A---?	louh#NNI??-----A---?
luk#NNI??-----A---?	louka#NNF??-----A---?
lupat#V????--??-??I??	louskat#V????--??-??I??
loupat#V????--??-??I??	louskat#V????--??-??I??
luštit#V????--??-??I??	lusk#NNI??-----A---?
luštěnina#NNF??-----A---?	lusk#NNI??-----A---?
lucerna#NNF??-----A---?	louč#NNF??-----A---?
kakat#V????--??-??I??	lulat#V????--??-??I??
luminiscence#NNF??-----A---?	lumen#NNI??-----A---?
luňák#NNM??-----A---?	lysý#AA???----??---?
olej#NNI??-----A---?	lyzol#NNI??-----A---?
lues#NNNXX-----A----	lyzol#NNI??-----A---?
lógr#NNI??-----A---?	lágr#NNI??-----A---?
lomcovat#V????--??-??I??	lomit#V????--??-??I??
lomikámen#NNI??-----A---?	lomit#V????--??-??I??
lem#NNI??-----A---?	lomit#V????--??-??I??
látka#NNF??-----A---?	látat#V????--??-??I??
lán#NNI??-----A---?	léno#NNN??-----A---?
libido#NNN??-----A---?	libý#AA???----??---?
lín#NNM??-----A---?	línat#V????--??-??I??
lívanec#NNI??-----A---?	lít#V????--??-??I??
linout#V????--??-??I??	lít#V????--??-??I??
macek#NNM??-----A---?	macatý#AA???----??---?
mistral#NNI??-----A---?	magistr#NNM??-----A---?
magnát#NNM??-----A---?	magistr#NNM??-----A---?
magistrála#NNF??-----A---?	magistr#NNM??-----A---?
magnezium#NNN??-----A---?	magnet#NNI??-----A---?
major#NNM??-----A---?	majestát#NNI??-----A---?
hmatat#V????--??-??I??	makat#V????--??-??I??
makulatura#NNF??-----A---?	maketa#NNF??-----A---?
machr#NNM??-----A---?	makléř#NNM??-----A---?
malér#NNI??-----A---?	malárie#NNF??-----A---?
malátný#AA???----??---?	malárie#NNF??-----A---?
aero#NNN??-----A---?	malárie#NNF??-----A---?
moruše#NNF??-----A---?	malina#NNF??-----A---?
malicherný#AA???----??---?	malý#AA???----??---?
malomocný#AA???----??---?	malý#AA???----??---?
mumlat#V????--??-??I??	mamlas#NNM??-----A---?
mandant#NNM??-----A---?	mandarín#NNM??-----A---?
manuskript#NNI??-----A---?	manifest#NNI??-----A---?
manifest#NNI??-----A---?	manikúra#NNF??-----A---?
manipulovat#V????--??-??I??	manikúra#NNF??-----A---?
manekýn#NNM??-----A---?	maník#NNM??-----A---?
maník#NNM??-----A---?	mančaft#NNI??-----A---?
zamanout#V????--??-??P??	maně#Db-------------
markovat#V????--??-??I??	markantní#AA???----??---?
markýrovat#V????--??-??I??	markantní#AA???----??---?
jarmark#NNI??-----A---?	marketing#NNI??-----A---?
meloun#NNI??-----A---?	marmeláda#NNF??-----A---?
mariáš#NNI??-----A---?	maskulinum#NNN??-----A---?
masiv#NNI??-----A---?	masa#NNF??-----A---?
mazat#V????--??-??I??	masa#NNF??-----A---?
mastodont#NNM??-----A---?	mastitida#NNF??-----A---?
matrika#NNF??-----A---?	materiál#NNI??-----A---?
matrice#NNF??-----A---?	materiál#NNI??-----A---?
matiné#NNNXX-----A----	maturita#NNF??-----A---?
maximum#NNN??-----A---?	maxi#AAXXX----1A----
machinace#NNF??-----A---?	mašina#NNF??-----A---?
stáj#NNF??-----A---?	maštal#NNF??-----A---?
maršál#NNM??-----A---?	maštal#NNF??-----A---?
mýt#V????--??-??I??	mech#NNI??-----A---?
medikament#NNI??-----A---?	medicína#NNF??-----A---?
melodram#NNI??-----A---?	melodie#NNF??-----A---?
parodie#NNF??-----A---?	melodie#NNF??-----A---?
marmeláda#NNF??-----A---?	melouch#NNI??-----A---?
pelmel#NNI??-----A---?	melírovaný#AA???----??---?
memorovat#V????--??-??I??	memento#NNN??-----A---?
paměť#NNF??-----A---?	memento#NNN??-----A---?
minuta#NNF??-----A---?	menu#NNNXX-----A----
menuet#NNI??-----A---?	menu#NNNXX-----A----
mísa#NNF??-----A---?	menza#NNF??-----A---?
mísit#V????--??-??I??	mestic#NNM??-----A---?
mezera#NNF??-----A---?	mez#NNF??-----A---?
mačkat#V????--??-??I??	mekat#V????--??-??I??
mouka#NNF??-----A---?	mekat#V????--??-??I??
míč#NNI??-----A---?	mekat#V????--??-??I??
prostopášný#AA???----??---?	roztomilý#AA???----??---?
mimikry#NNFP?-----A---?	mim#NNM??-----A---?
mimóza#NNF??-----A---?	mim#NNM??-----A---?
mámit#V????--??-??I??	mim#NNM??-----A---?
minerál#NNI??-----A---?	mina#NNF??-----A---?
ministr#NNM??-----A---?	mini#AAXXX----1A----
minimax#NNI??-----A---?	mini#AAXXX----1A----
majorita#NNF??-----A---?	minorita#NNF??-----A---?
minuskule#NNF??-----A---?	minus#Db-------------
bída#NNF??-----A---?	mizera#NNF??-----A---?
míza#NNF??-----A---?	mlha#NNF??-----A---?
mrmlat#V????--??-??I??	mluvit#V????--??-??I??
mručet#V????--??-??I??	mluvit#V????--??-??I??
velmož#NNM??-----A---?	zámožný#AA???----??---?
mohutný#AA???----??---?	moci#V???---??-??I??
motiv#NNI??-----A---?	moment#NNI??-----A---?
monument#NNI??-----A---?	monitor#NNI??-----A---?
mnich#NNM??-----A---?	mono#Db-------------
monopost#NNI??-----A---?	mono#Db-------------
mononukleóza#NNF??-----A---?	mono#Db-------------
monolog#NNI??-----A---?	mono#Db-------------
okulár#NNI??-----A---?	monokl#NNI??-----A---?
litografie#NNF??-----A---?	monolit#NNI??-----A---?
sir#NNM??-----A---?	monsignore#NNM??-----A---?
amorfní#AA???----??---?	morfém#NNI??-----A---?
morální#AA???----??---?	morous#NNM??-----A---?
kněz#NNM??-----?---?	mosaz#NNF??-----A---?
mušketa#NNF??-----A---?	moskyt#NNM??-----A---?
motouz#NNI??-----A---?	motat#V????--??-??I??
motýl#NNM??-----A---?	motat#V????--??-??I??
mást#V????--??-??I??	motat#V????--??-??I??
motorest#NNI??-----A---?	moto#NNNXX-----A----
motokára#NNF??-----A---?	moto#NNNXX-----A----
mšice#NNF??-----A---?	moucha#NNF??-----A----
moskyt#NNM??-----A---?	moucha#NNF??-----A----
morče#NNN??-----A---?	moře#NNN??-----A---?
mrholit#V????--??-??I??	mrak#NNI??-----A---?
mrva#NNF??-----A---?	mráz#NNI??-----A---?
mrzet#V????--??-??I??	mrznout#V????--??-??I??
měkký#AA???----??---?	muka#NNF??-----A---?
mulat#NNM??-----A---?	mul#NNI??-----A---?
moula#NNM??-----A---?	mul#NNI??-----A---?
mušle#NNF??-----A---?	muskulární#AA???----1?---?
islám#NNI??-----A---?	muslim#NNM??-----A---?
msta#NNF??-----A----	mutace#NNF??-----A---?
mýtus#NNI??-----A---?	mysl#NNF??-----A---?
mystika#NNF??-----A---?	mystérium#NNN??-----A---?
mátoha#NNF??-----A---?	mávat#V????--??-??I??
nozdra#NNF??-----A---?	mázdra#NNF??-----A---?
muzeum#NNN??-----A---?	múza#NNF??-----A---?
mozaika#NNF??-----A---?	múza#NNF??-----A---?
komuna#NNF??-----A---?	měna#NNF??-----A---?
meniskus#NNI??-----A---?	měsíc#NNI??-----A---?
lišaj#NNM??-----A---?	můra#NNF??-----A---?
motolice#NNF??-----A---?	můra#NNF??-----A---?
mřenka#NNF??-----A---?	můra#NNF??-----A---?
nacionální#AA???----??---?	nacionále#NNN??-----A---?
nažka#NNF??-----A---?	nahý#AA???----1?---?
nacionále#NNN??-----A---?	naivní#AA???----??---?
podmět#NNI??-----A---?	námět#NNI??-----A---?
předmět#NNI??-----A---?	námět#NNI??-----A---?
narkomanie#NNF??-----A---?	narkóza#NNF??-----A---?
posupný#AA???----??---?	nasupit#V????--??-??P??
supět#V????--??-??I??	nasupit#V????--??-??P??
najáda#NNF??-----A---?	navigace#NNF??-----A---?
ubohý#AA???----??---?	nebohý#AA???----??---?
monolit#NNI??-----A---?	neolit#NNI??-----A---?
paleolit#NNI??-----A---?	neolit#NNI??-----A---?
zanevřít#V????--??-??P??	nevrlý#AA???----??---?
ničit#V????--??-??I??	nic#Db-------------
nízký#AA???----??---?	niva#NNF??-----A---?
nomenklatura#NNF??-----A---?	nominovat#V????--??-??B??
nominální#AA???----1?---?	nominovat#V????--??-??B??
nosorožec#NNM??-----A---?	nos#NNI??-----A---?
nora#NNF??-----A---?	nořit#V????--??-??I??
ponrava#NNF??-----A---?	nořit#V????--??-??I??
nukleus#NNI??-----A---?	nugát#NNI??-----A---?
lymfa#NNF??-----A---?	nymfa#NNF??-----A---?
Vánoce#NNFP?-----A---?	nádhera#NNF??-----A---?
navštívit#V????--??-??P??	návěští#NNN??-----A---?
sněť#NNF??-----A----	nítit#V????--??-??I??
nutit#V????--??-??I??	nýt#V????--??-??I??
žito#NNN??-----A---?	obilí#NNN??-----A---?
chléb#NNI??-----A---?	obilí#NNN??-----A---?
subjekt#NNI??-----A---?	objekt#NNI??-----A---?
zout#V????--??-??P??	obout#V????--??-??P??
onuce#NNF??-----A---?	obout#V????--??-??P??
závěť#NNF??-----A---?	oběť#NNF??-----A---?
věta#NNF??-----A---?	oběť#NNF??-----A---?
pás#NNI??-----A---?	ocas#NNI??-----A---?
smečka#NNF??-----A---?	smýkat#V????--??-??I??
ozon#NNI??-----A---?	odér#NNI??-----A---?
sajdkára#NNF??-----A---?	ofsajd#NNI??-----A---?
benefice#NNF??-----A---?	oficiální#AA???----??---?
okluziva#NNF??-----A---?	okluze#NNF??-----A---?
okno#NNN??-----A---?	oko#NNN??-----A---?
kreslit#V????--??-??I??	okres#NNI??-----A---?
oktáva#NNF??-----A---?	oktan#NNI??-----A---?
okteto#NNN??-----A---?	oktan#NNI??-----A---?
oligarchie#NNF??-----A---?	oligofrenie#NNF??-----A---?
frenetický#AA???----??---?	oligofrenie#NNF??-----A---?
vykat#V????--??-??I??	onikat#V????--??-??I??
tykat#V????--??-??I??	onikat#V????--??-??I??
rozpaky#NNIP?-----A---?	opak#NNI??-----A---?
zpět#Db-------------	opět#Db-------------
pomeranč#NNI??-----A---?	oranžový#AA???----??---?
ratejna#NNF??-----A---?	orat#V????--??-??I??
ordinář#NNM??-----A---?	ordinace#NNF??-----A---?
organizovat#V????--??-??B??	orgán#NNI??-----A---?
orientovat#V????--??-??B??	orientální#AA???----??---?
paradox#NNI??-----A---?	ortodoxní#AA???----??---?
epos#NNI??-----A---?	ortoepie#NNF??-----A---?
síť#NNF??-----A---?	osidlo#NNN??-----A---?
strouha#NNF??-----A---?	ostrov#NNI??-----A---?
triumf#NNI??-----A---?	ovace#NNF??-----A---?
pulovr#NNI??-----A---?	ovce#NNF??-----A---?
jíst#V????--??-??I??	ovoce#NNN??-----A----
ovál#NNI??-----A---?	ovulace#NNF??-----A---?
vejce#NNN??-----A---?	ovulace#NNF??-----A---?
oxymoron#NNNS?-----A----	oxid#NNI??-----A---?
orat#V????--??-??I??	oř#NNM??-----A---?
vonět#V????--??-??I??	puch#NNI??-----A---?
pasiáns#NNI??-----A---?	pacient#NNM??-----A---?
padouch#NNM??-----A---?	padat#V????--??-??I??
past#NNF??-----A---?	propast#NNF??-----A---?
pádit#V????--??-??I??	padat#V????--??-??I??
pakovat#V????--??-??I??	pakl#NNI??-----A---?
pádlo#NNN??-----A---?	paleta#NNF??-----A---?
palmáre#NNNXX-----A----	palma#NNF??-----A---?
pansofie#NNF??-----A---?	pan#NNMS?-----A---?
panteon#NNI??-----A---?	pan#NNMS?-----A---?
panděro#NNN??-----A---?	pancíř#NNI??-----A---?
krev#NNF??-----A---?	pankreas#NNI??-----A----
pentle#NNF??-----A---?	pant#NNI??-----A---?
bandáž#NNF??-----A---?	pant#NNI??-----A---?
papá#NNMXX-----A----	papež#NNM??-----A---?
huba#NNF??-----A---?	papula#NNF??-----A---?
parametr#NNI??-----A---?	para#NNIXX-----A----
paralela#NNF??-----A---?	para#NNIXX-----A----
paragraf#NNI??-----A---?	para#NNIXX-----A----
parazit#NNM??-----A---?	para#NNIXX-----A----
parciální#AA???----1?---?	parcela#NNF??-----A---?
part#NNI??-----A---?	parcela#NNF??-----A---?
partie#NNF??-----A---?	parcela#NNF??-----A---?
parkovat#V????--??-??I??	park#NNI??-----A---?
partner#NNM??-----A---?	partyzán#NNM??-----A---?
pacient#NNM??-----A---?	pasionál#NNI??-----A---?
zápas#NNI??-----A---?	pasovat#V????--??-??B??
pasáž#NNF??-----A---?	pasé#AAXXX----1A----
opět#Db-------------	pata#NNF??-----A---?
páteř#NNF??-----A---?	páternoster#NNI??-----A---?
pouť#NNF??-----A---?	patro#NNN??-----A---?
patricij#NNM??-----A---?	patron#NNM??-----A---?
šetřit#V????--??-??I??	patřit#V????--??-??I??
slušet#V????--??-??I??	patřit#V????--??-??I??
oblak#NNI??-----A---?	pavlač#NNF??-----A---?
pašák#NNM??-----A---?	pašerák#NNM??-----A---?
čuně#NNN??-----A---?	pašík#NNM??-----A---?
pařez#NNI??-----A---?	pažit#V????--??-??I??
foch#NNI??-----A---?	pažení#NNN??-----?---?
pedál#NNI??-----A---?	pedikúra#NNF??-----A---?
pech#NNIS?-----A----	peklo#NNN??-----A---?
parapet#NNI??-----A---?	pektorální#AA???----1?---?
kakost#NNI??-----A---?	pelargonie#NNF??-----A---?
lysý#AA???----??---?	pelichat#V????--??-??I??
penze#NNF??-----A---?	pandán#NNI??-----A---?
penicilin#NNI??-----A---?	penis#NNI??-----A---?
tetralogie#NNF??-----A---?	pentalogie#NNF??-----A---?
trilogie#NNF??-----A---?	pentalogie#NNF??-----A---?
penalta#NNF??-----A---?	penále#NNN??-----A----
pence#NNF??-----A---?	peníz#NNI??-----A---?
perník#NNI??-----A---?	pepř#NNI??-----A---?
paprika#NNF??-----A---?	pepř#NNI??-----A---?
recepce#NNF??-----A---?	percepce#NNF??-----A---?
práh#NNI??-----A---?	pergola#NNF??-----A---?
semafor#NNI??-----A---?	periferie#NNF??-----A---?
prospekt#NNI??-----A---?	perspektiva#NNF??-----A---?
piha#NNF??-----A---?	pestrý#AA???----??---?
psát#V????--??-??I??	pestrý#AA???----??---?
pěkný#AA???----??---?	pestrý#AA???----??---?
pstruh#NNM??-----A---?	pestrý#AA???----??---?
laterna#NNF??-----A---?	lampa#NNF??-----A---?
veřej#NNF??-----A---?	peřej#NNF??-----A---?
spiknout#V????--??-??P??	pikle#NNIP?-----A---?
pilíř#NNI??-----A---?	pilot#NNM??-----A---?
pingpong#NNI??-----A---?	pinkat#V????--??-??I??
piktogram#NNI??-----A---?	pinta#NNF??-----A---?
píča#NNF??-----A---?	pinďour#NNM??-----A---?
peon#NNM??-----A---?	pion#NNM??-----A---?
pestík#NNI??-----A---?	pisoár#NNI??-----A---?
potvora#NNF??-----A---?	pitvořit#V????--??-??I??
bizam#NNI??-----A---?	pižmo#NNN??-----A---?
platforma#NNF??-----A---?	plac#NNI??-----A---?
platýs#NNM??-----A---?	plac#NNI??-----A---?
palačinka#NNF??-----A---?	placenta#NNF??-----A---?
plášť#NNI??-----A----	plachta#NNF??-----A---?
plaketa#NNF??-----A---?	plakát#NNI??-----A---?
pole#NNN??-----A---?	pláň#NNF??-----A---?
plást#NNI??-----A---?	pláň#NNF??-----A---?
plch#NNM??-----A---?	plavý#AA???----??---?
plíseň#NNF??-----A---?	plavý#AA???----??---?
bek#NNM??-----A---?	playback#NNI??-----A---?
plouhat#V????--??-??I??	plazit#V????--??-??I??
