124689	dořvat	dořvat	V	629634	řvát
125298	dosévat	dosévat_:T	V	125496	dosít
125376	dosidlovat	dosidlovat_:T	V	125358	dosídlit
127648	dostřeďovat	dostřeďovat_:T	V	<<<dostředit>>>	
127845	dostřikovat	dostřikovat_:T	V	127828	dostříknout
128222	dosvicovat	dosvicovat_:T	V	128243	dosvítit
129171	došlapovat	došlapovat_:T	V	129154	došlápnout
131361	dotovat	dotovat_:T_:W	V		
131565	dotřiďovat	dotřiďovat_:T	V	131547	dotřídit
132332	doumazávat	doumazávat_:T_^(*4at)	V	<<<doumazat>>>		
133766	dovolenkovat	dovolenkovat_:T	V	133736	dovolenka
134861	dovytvrzovat	dovytvrzovat_:T	V	861761	vytvrzovat
134901	dovyvažovat	dovyvažovat_:T	V	862768	vyvažovat
135168	downloadovat	downloadovat_:T	V	135159	download
135377	dozalívat	dozalívat_:W_,h_,x_^(*4évat)	V	900352	zalívat
136216	dozorcovat	dozorcovat_:W	V	136206	dozorce
136251	dozorovat	dozorovat_:T	V	136236	dozor
136274	dózovat	dózovat_:T	V	135409	dóza
136608	dožadovat	dožadovat_:T	V	1003128	žádat
137106	drábkovat	drábkovat_:T	V	137069	drábek
137201	draftovat	draftovat_:T	V		
137467	drajvovat	drajvovat_:T	V		
137522	drakslovat	drakslovat_:T_,h	V		
